LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Salazar, Cuanza-Norte",Angola,,,-8.656648,15.80302,no,Low(37),unavailable,"-8.656648,15.80302,SALAZAR|Unavailable|Unavailable|Low(37),-9.3,14.916667,SALAZAR|Unavailable|Unavailable|Low(37),-9.194735,20.95916,CUANZA|Unavailable|Unavailable|Low(36),-11.096127,17.444917,CUANZA|Unavailable|Unavailable|Low(36),-9.043015,15.901682,CUANZA|Unavailable|Unavailable|Low(36),-8.80924,15.642537,CUANZA|Unavailable|Unavailable|Low(36),-8.659952,15.176164,CUANZA|Unavailable|Unavailable|Low(36),-11.916667,17.7,CUANZA|Unavailable|Unavailable|Low(36),-11.966667,15.283333,CUANZA|Unavailable|Unavailable|Low(36),-6.011241,14.145942,CUANZA|Unavailable|Unavailable|Low(36),-8.173659,14.862392,CUANZA|Unavailable|Unavailable|Low(36),-6.045517,14.07735,CUANZA|Unavailable|Unavailable|Low(36),-9.347,13.151,CUANZA|Unavailable|Unavailable|Low(36),-10.818311,14.770481,CUANZA|Unavailable|Unavailable|Low(36),-9.04988,15.871574,CUANZA|Unavailable|Unavailable|Low(36),-9.347207,13.152053,CUANZA|Unavailable|Unavailable|Low(36),-12,17.666667,CUANZA|Unavailable|Unavailable|Low(36),-10.836536,17.208436,CUANZA|Unavailable|Unavailable|Low(36),-9.115803,18.253842,CUANZA|Unavailable|Unavailable|Low(36),-8.900238,15.849866,CUANZA|Unavailable|Unavailable|Low(36),-9.720458,15.951048,CUANZA|Unavailable|Unavailable|Low(36),-9.044972,15.979936,CUANZA|Unavailable|Unavailable|Low(36),-11.483711,17.510063,CUANZA|Unavailable|Unavailable|Low(36),-12.31065,13.604652,NORTE|Unavailable|Unavailable|Low(35)",,Stelgidillas gracilirostris,"Lubango Museum, Angola",28019,1,3
"SaliNAs (Gabela), Cuanza Sul",Angola,,,-10.82696,15.031974,no,Low(40),unavailable,"-10.82696,15.031974,CUANZA SUL|Unavailable|Unavailable|Low(40),-10.902176,14.252721,SALINAS|Unavailable|Unavailable|Low(37),-11.159519,13.853303,SALINAS|Unavailable|Unavailable|Low(37),-10.666283,13.800857,SALINAS|Unavailable|Unavailable|Low(37),-15.083333,12.116667,SALINAS|Unavailable|Unavailable|Low(37),-12.614444,13.350278,SALINAS|Unavailable|Unavailable|Low(37),-10.915754,14.254483,SALINAS|Unavailable|Unavailable|Low(37),-9.19313,13.198348,SALINAS|Unavailable|Unavailable|Low(37),-12.373458,13.517769,SALINAS|Unavailable|Unavailable|Low(37),-9.194735,20.95916,CUANZA|Unavailable|Unavailable|Low(36),-11.096127,17.444917,CUANZA|Unavailable|Unavailable|Low(36),-9.043015,15.901682,CUANZA|Unavailable|Unavailable|Low(36),-8.173659,14.862392,CUANZA|Unavailable|Unavailable|Low(36),-8.659952,15.176164,CUANZA|Unavailable|Unavailable|Low(36),-11.966667,15.283333,CUANZA|Unavailable|Unavailable|Low(36),-11.916667,17.7,CUANZA|Unavailable|Unavailable|Low(36),-6.011241,14.145942,CUANZA|Unavailable|Unavailable|Low(36),-12,17.666667,CUANZA|Unavailable|Unavailable|Low(36),-6.045517,14.07735,CUANZA|Unavailable|Unavailable|Low(36),-10.836536,17.208436,CUANZA|Unavailable|Unavailable|Low(36),-11.483711,17.510063,CUANZA|Unavailable|Unavailable|Low(36),-9.720458,15.951048,CUANZA|Unavailable|Unavailable|Low(36),-9.044972,15.979936,CUANZA|Unavailable|Unavailable|Low(36),-10.818311,14.770481,CUANZA|Unavailable|Unavailable|Low(36),-9.04988,15.871574,CUANZA|Unavailable|Unavailable|Low(36),-10.85147,14.379927,GABELA|Unavailable|Unavailable|Low(36),-8.80924,15.642537,CUANZA|Unavailable|Unavailable|Low(36),-9.347207,13.152053,CUANZA|Unavailable|Unavailable|Low(36),-9.115803,18.253842,CUANZA|Unavailable|Unavailable|Low(36),-8.900238,15.849866,CUANZA|Unavailable|Unavailable|Low(36),-12.419791,13.502562,SUL|Unavailable|Unavailable|Low(33),-13.8,15.066667,SUL|Unavailable|Unavailable|Low(33),-7.657272,15.775635,SUL|Unavailable|Unavailable|Low(33)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",18267,1,3
"SaliNAs, Gabela, Cuanza Sul",Angola,,,-10.82696,15.031974,no,Low(40),unavailable,"-10.82696,15.031974,CUANZA SUL|Unavailable|Unavailable|Low(40),-10.902176,14.252721,SALINAS|Unavailable|Unavailable|Low(37),-11.159519,13.853303,SALINAS|Unavailable|Unavailable|Low(37),-10.666283,13.800857,SALINAS|Unavailable|Unavailable|Low(37),-15.083333,12.116667,SALINAS|Unavailable|Unavailable|Low(37),-12.614444,13.350278,SALINAS|Unavailable|Unavailable|Low(37),-10.915754,14.254483,SALINAS|Unavailable|Unavailable|Low(37),-9.19313,13.198348,SALINAS|Unavailable|Unavailable|Low(37),-12.373458,13.517769,SALINAS|Unavailable|Unavailable|Low(37),-9.194735,20.95916,CUANZA|Unavailable|Unavailable|Low(36),-11.096127,17.444917,CUANZA|Unavailable|Unavailable|Low(36),-9.043015,15.901682,CUANZA|Unavailable|Unavailable|Low(36),-8.173659,14.862392,CUANZA|Unavailable|Unavailable|Low(36),-8.659952,15.176164,CUANZA|Unavailable|Unavailable|Low(36),-11.966667,15.283333,CUANZA|Unavailable|Unavailable|Low(36),-11.916667,17.7,CUANZA|Unavailable|Unavailable|Low(36),-6.011241,14.145942,CUANZA|Unavailable|Unavailable|Low(36),-12,17.666667,CUANZA|Unavailable|Unavailable|Low(36),-6.045517,14.07735,CUANZA|Unavailable|Unavailable|Low(36),-10.836536,17.208436,CUANZA|Unavailable|Unavailable|Low(36),-11.483711,17.510063,CUANZA|Unavailable|Unavailable|Low(36),-9.720458,15.951048,CUANZA|Unavailable|Unavailable|Low(36),-9.044972,15.979936,CUANZA|Unavailable|Unavailable|Low(36),-10.818311,14.770481,CUANZA|Unavailable|Unavailable|Low(36),-9.04988,15.871574,CUANZA|Unavailable|Unavailable|Low(36),-10.85147,14.379927,GABELA|Unavailable|Unavailable|Low(36),-8.80924,15.642537,CUANZA|Unavailable|Unavailable|Low(36),-9.347207,13.152053,CUANZA|Unavailable|Unavailable|Low(36),-9.115803,18.253842,CUANZA|Unavailable|Unavailable|Low(36),-8.900238,15.849866,CUANZA|Unavailable|Unavailable|Low(36),-12.419791,13.502562,SUL|Unavailable|Unavailable|Low(33),-13.8,15.066667,SUL|Unavailable|Unavailable|Low(33),-7.657272,15.775635,SUL|Unavailable|Unavailable|Low(33)",,Chlorocichla falkensteini,"Lubango Museum, Angola",18075,1,3
"Saliwangan, Sabah",Malaysia,,,5.2927,115.8006,no,Low(40),unavailable,"5.2927,115.8006,SALIWANGAN|Unavailable|Unavailable|Low(40),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",,Pycnonotus pseudosimplex,Western Foundation of Vertebrate Zoology,"WFVZ #38775, WFVZ #38778, WFVZ #38776, WFVZ #38782, WFVZ #38780",5,3
Samar,Philippines,,,11.790318,125.167542,yes,High(80),,"11.833333,125,SAMAR|Unavailable|Unavailable|High(80),12,125,SAMAR|Unavailable|Unavailable|High(80),11.8333,125,SAMAR|Unavailable|Unavailable|High(80),12,125,SAMAR|Unavailable|Unavailable|High(80)",,Hypsipetes everetti,NHMUK,97.5.13.523,1,4
Samut Sakhon Mangrove Station,Thailand,,,13.502274,100.270862,yes,Low(42),,"13.566667,100.216667,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.54753,100.273622,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.566,100.216,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.5333,100.2833,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.600417,100.596778,SAMUT|Unavailable|Unavailable|Low(35)",,Pycnonotus conradi,Field1,"4A02782, 4A02414, 4A02207, 4A02206, 4A02204, 4A30424, 4A30803, 4A30802, 4A30801",10,2
Samut Sakhon Town Outskirts,Thailand,,,13.566667,100.216667,no,Low(42),unavailable,"13.566667,100.216667,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.54753,100.273622,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.566,100.216,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.5333,100.2833,SAMUT SAKHON|Unavailable|Unavailable|Low(42),13.600417,100.596778,SAMUT|Unavailable|Unavailable|Low(35)",,Pycnonotus conradi,Field1,"4A30496, 4A30494, 4A30497, 4A30499, 4A30498",5,2
"Sangamongo, Cabinda",Angola,,,-4.65,12.466667,no,Low(37),unavailable,"-12.083333,15.533333,CABINDA|Unavailable|Unavailable|Low(37),-9.15,14.95,CABINDA|Unavailable|Unavailable|Low(37),-7.322386,15.088764,CABINDA|Unavailable|Unavailable|Low(37),-8.341502,17.008385,CABINDA|Unavailable|Unavailable|Low(37),-11.533333,14.2,CABINDA|Unavailable|Unavailable|Low(37),-16.1,17.65,CABINDA|Unavailable|Unavailable|Low(37),-5.55,12.2,CABINDA|Unavailable|Unavailable|Low(37),-8.166667,18.116667,CABINDA|Unavailable|Unavailable|Low(37),-4.934231,12.405319,CABINDA|Unavailable|Unavailable|Low(37),-5.453481,12.373098,CABINDA|Unavailable|Unavailable|Low(37),-5.5667,12.2,CABINDA|Unavailable|Unavailable|Low(37),-4.934,12.238,CABINDA|Unavailable|Unavailable|Low(37),-10.069773,14.986565,CABINDA|Unavailable|Unavailable|Low(37),-8.348854,14.31965,CABINDA|Unavailable|Unavailable|Low(37),-12.633333,14.6,CABINDA|Unavailable|Unavailable|Low(37),-8.977467,14.668007,CABINDA|Unavailable|Unavailable|Low(37)",,"Calyptocichla serinus, Eurillas latirostris, Eurillas gracilis","Lubango Museum, Angola","30493, 30487, 30476",3,2
"Sanghklaburi, Kanchanaburi",Thailand,,,-5.453481,12.373098,yes,Medium(62),,"14.0202,99.526618,(g3)Kanchanaburi|Unavailable|6906|Medium(62)",,Pycnonotus conradi,Field1,4A01751,1,2
Sangihe,Indonesia,,,3.531423,125.541556,yes,,,,,Hypsipetes platenae,RMNH,84768,1,4
Sangihe,Indonesia,,,3.531423,125.541556,no,,,,,Hypsipetes platenae,SNMB,"N13945, N43300",2,4
Sangmelima,Cameroon,,,2.933333,11.983333,no,High(85),unavailable,"2.933333,11.983333,SANGMELIMA|Unavailable|Unavailable|High(85),2.9333,11.9833,SANGMELIMA|Unavailable|Unavailable|High(85)",,Criniger calurus,"Lubango Museum, Angola",13137,1,2
"Sarni, Madhya Pradesh",India,,,22.103174,78.171593,yes,Low(44),Unavailable,"23.5,78.5,MADHYA PRADESH|Unavailable|Unavailable|Low(44),22,79,MADHYA PRADESH|Unavailable|Unavailable|Low(44),24.161685,83.848876,MADHYA|Unavailable|Unavailable|Low(36),13.017654,74.818643,MADHYA|Unavailable|Unavailable|Low(36),13.470714,77.320184,MADHYA|Unavailable|Unavailable|Low(36),22.103174,78.171593,SARNI|Unavailable|Unavailable|Low(35),18.042416,76.447531,SARNI|Unavailable|Unavailable|Low(35),26.548687,83.691615,SARNI|Unavailable|Unavailable|Low(35),18.751844,75.905653,SARNI|Unavailable|Unavailable|Low(35),29.647762,74.573579,SARNI|Unavailable|Unavailable|Low(35),26.028175,83.998308,SARNI|Unavailable|Unavailable|Low(35),31.874593,76.971314,SARNI|Unavailable|Unavailable|Low(35),30.839231,77.917015,SARNI|Unavailable|Unavailable|Low(35),18.67953,76.146921,SARNI|Unavailable|Unavailable|Low(35),29.647762,74.573579,SARNI|Unavailable|Unavailable|Low(35),32.638003,75.472516,SARNI|Unavailable|Unavailable|Low(35)",,Pycnonotus jocosus,Indian Institute of Science Education and Research Tirupati,"ab_2555, ab_2556, ab_2557, ab_2560, ab_2561",5,2
"Sassa-Zau (Lândana), Cabinda",Angola,,,-5.2995,12.23625,no,Low(37),unavailable,"-8.341502,17.008385,CABINDA|Unavailable|Unavailable|Low(37),-12.083333,15.533333,CABINDA|Unavailable|Unavailable|Low(37),-8.348854,14.31965,CABINDA|Unavailable|Unavailable|Low(37),-7.322386,15.088764,CABINDA|Unavailable|Unavailable|Low(37),-9.15,14.95,CABINDA|Unavailable|Unavailable|Low(37),-11.533333,14.2,CABINDA|Unavailable|Unavailable|Low(37),-16.1,17.65,CABINDA|Unavailable|Unavailable|Low(37),-5.55,12.2,CABINDA|Unavailable|Unavailable|Low(37),-8.166667,18.116667,CABINDA|Unavailable|Unavailable|Low(37),-5.233333,12.133333,LÂNDANA|Unavailable|Unavailable|Low(37),-10.069773,14.986565,CABINDA|Unavailable|Unavailable|Low(37),-8.552632,13.48837,SASSA|Unavailable|Unavailable|Low(35),-8.548889,13.697222,SASSA|Unavailable|Unavailable|Low(35),-7.7,14.683333,SASSA|Unavailable|Unavailable|Low(35),-13.633333,15.95,SASSA|Unavailable|Unavailable|Low(35),-6.299102,15.440771,SASSA|Unavailable|Unavailable|Low(35),-12.081318,19.227468,SASSA|Unavailable|Unavailable|Low(35),-8.762009,14.570121,SASSA|Unavailable|Unavailable|Low(35),-7.5,14.216667,SASSA|Unavailable|Unavailable|Low(35),-10.903085,15.078164,SASSA|Unavailable|Unavailable|Low(35),-6.866667,14.633333,SASSA|Unavailable|Unavailable|Low(35),-11.247177,13.876104,SASSA|Unavailable|Unavailable|Low(35),-8.624536,15.38676,SASSA|Unavailable|Unavailable|Low(35),-7.433333,14.883333,SASSA|Unavailable|Unavailable|Low(35),-8.926981,18.50856,SASSA|Unavailable|Unavailable|Low(35),-9.653943,14.897986,SASSA|Unavailable|Unavailable|Low(35),-12.1518,19.223348,SASSA|Unavailable|Unavailable|Low(35),-6.85,14.633333,SASSA|Unavailable|Unavailable|Low(35),-7.933333,13.333333,SASSA|Unavailable|Unavailable|Low(35),-8.499607,15.668162,SASSA|Unavailable|Unavailable|Low(35),-6.864989,15.391748,SASSA|Unavailable|Unavailable|Low(35),-7.730954,15.134875,SASSA|Unavailable|Unavailable|Low(35),-10.795195,14.900437,ZAU|Unavailable|Unavailable|Low(33)",,Eurillas virens,"Lubango Museum, Angola",30056,1,2
"Sassa-Zau, Cabinda",Angola,,,-5.2995,12.23625,no,Low(37),unavailable,"-16.1,17.65,CABINDA|Unavailable|Unavailable|Low(37),-8.341502,17.008385,CABINDA|Unavailable|Unavailable|Low(37),-8.348854,14.31965,CABINDA|Unavailable|Unavailable|Low(37),-7.322386,15.088764,CABINDA|Unavailable|Unavailable|Low(37),-12.083333,15.533333,CABINDA|Unavailable|Unavailable|Low(37),-8.166667,18.116667,CABINDA|Unavailable|Unavailable|Low(37),-11.533333,14.2,CABINDA|Unavailable|Unavailable|Low(37),-9.15,14.95,CABINDA|Unavailable|Unavailable|Low(37),-5.55,12.2,CABINDA|Unavailable|Unavailable|Low(37),-8.977467,14.668007,CABINDA|Unavailable|Unavailable|Low(37),-10.069773,14.986565,CABINDA|Unavailable|Unavailable|Low(37),-8.548889,13.697222,SASSA|Unavailable|Unavailable|Low(35),-13.633333,15.95,SASSA|Unavailable|Unavailable|Low(35),-7.7,14.683333,SASSA|Unavailable|Unavailable|Low(35),-7.933333,13.333333,SASSA|Unavailable|Unavailable|Low(35),-6.299102,15.440771,SASSA|Unavailable|Unavailable|Low(35),-7.5,14.216667,SASSA|Unavailable|Unavailable|Low(35),-6.864989,15.391748,SASSA|Unavailable|Unavailable|Low(35),-6.866667,14.633333,SASSA|Unavailable|Unavailable|Low(35),-12.081318,19.227468,SASSA|Unavailable|Unavailable|Low(35),-8.762009,14.570121,SASSA|Unavailable|Unavailable|Low(35),-9.653943,14.897986,SASSA|Unavailable|Unavailable|Low(35),-7.433333,14.883333,SASSA|Unavailable|Unavailable|Low(35),-12.1518,19.223348,SASSA|Unavailable|Unavailable|Low(35),-11.247177,13.876104,SASSA|Unavailable|Unavailable|Low(35),-8.624536,15.38676,SASSA|Unavailable|Unavailable|Low(35),-8.926981,18.50856,SASSA|Unavailable|Unavailable|Low(35),-8.499607,15.668162,SASSA|Unavailable|Unavailable|Low(35),-6.85,14.633333,SASSA|Unavailable|Unavailable|Low(35),-10.903085,15.078164,SASSA|Unavailable|Unavailable|Low(35),-8.552632,13.48837,SASSA|Unavailable|Unavailable|Low(35),-7.730954,15.134875,SASSA|Unavailable|Unavailable|Low(35),-10.795195,14.900437,ZAU|Unavailable|Unavailable|Low(33)",,Bleda notatus,"Lubango Museum, Angola","29702, 29682",2,2
"Satpura, Madhya Pradesh",India,,,22.507309,78.369387,yes,Low(44),,"23.5,78.5,MADHYA PRADESH|Unavailable|Unavailable|Low(44),22,79,MADHYA PRADESH|Unavailable|Unavailable|Low(44),25.42063,79.071212,SATPURA|Unavailable|Unavailable|Low(37),22.411804,77.519931,SATPURA|Unavailable|Unavailable|Low(37),22.191465,77.558059,SATPURA|Unavailable|Unavailable|Low(37),22.130421,78.126611,SATPURA|Unavailable|Unavailable|Low(37),22.127554,78.135327,SATPURA|Unavailable|Unavailable|Low(37),27.782215,77.179751,SATPURA|Unavailable|Unavailable|Low(37),25.038103,81.703261,SATPURA|Unavailable|Unavailable|Low(37),25.290078,84.721645,SATPURA|Unavailable|Unavailable|Low(37),25.034468,81.703025,SATPURA|Unavailable|Unavailable|Low(37),20.585584,80.274607,SATPURA|Unavailable|Unavailable|Low(37),28.223855,78.887799,SATPURA|Unavailable|Unavailable|Low(37),13.470714,77.320184,MADHYA|Unavailable|Unavailable|Low(36),13.017654,74.818643,MADHYA|Unavailable|Unavailable|Low(36),24.161685,83.848876,MADHYA|Unavailable|Unavailable|Low(36)",,Pycnonotus jocosus,Indian Institute of Science Education and Research Tirupati,"a_4660, a_4661, a_4662",3,3
"Savaii, W. Samoa",Fiji,,,-13.633848,-172.442876,yes,Low(35),,"-17.6,179,SAMOA|Unavailable|Unavailable|Low(35),-12.510705,177.044728,SAMOA|Unavailable|Unavailable|Low(35),-16.766667,178.633333,SAMOA|Unavailable|Unavailable|Low(35)",,Pycnonotus cafer,National Musuem of New Zealand,"19224, 19223",2,4
"Savanne, Mauritius",Mauritius,,,-20.466667,57.5,yes,Low(39),Unavailable,"-20.2833,57.55,MAURITIUS|Unavailable|Unavailable|Low(39),-20.3,57.5833,MAURITIUS|Unavailable|Unavailable|Low(39),-20.3,57.583333,MAURITIUS|Unavailable|Unavailable|Low(39),-20.466667,57.5,SAVANNE|Unavailable|Unavailable|Low(37),-20.511944,57.511111,SAVANNE|Unavailable|Unavailable|Low(37),-20.466667,57.5,SAVANNE|Unavailable|Unavailable|Low(37)",,Hypsipetes olivaceus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/c/8, UMZC 27/Pyc/6/c/9",2,3
Schiffelinsville,Liberia,,,6.22129,-10.54046,no,,,,,Criniger calurus,RMNH,RMNH.AVES.126344,1,3
Sennar,Sudan,,,13.55,33.6333,yes,High(81),Unavailable,"13,34,SENNAR|Unavailable|Unavailable|High(81),13.55,33.633333,SENNAR|Unavailable|Unavailable|High(81),13,34,SENNAR|Unavailable|Unavailable|High(81),13.55,33.6333,SENNAR|Unavailable|Unavailable|High(81)",,Pycnonotus barbatus,Royal Ontario Museum,NA,1,3
Serampore,India,,,22.752778,88.342222,no,High(84),unavailable,"22.752778,88.342222,SERAMPORE|Unavailable|Unavailable|High(84)",,Pycnonotus cafer,Royal Ontario Museum,NA,1,2
"Serra da Neve (Capira), Moçâmedes",Angola,,,-13.716667,13.166667,yes,Low(43),Unavailable,"-13.716,13.166,SERRA DA NEVE|Unavailable|Unavailable|Low(43),-13.716667,13.166667,SERRA DA NEVE|Unavailable|Unavailable|Low(43),-15.1667,12.15,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.766667,12.4,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-8.171682,16.841674,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.196111,12.152222,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.331,12.66,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-13.2,14.333333,CAPIRA|Unavailable|Unavailable|Low(36),-12.43897,15.270236,CAPIRA|Unavailable|Unavailable|Low(36),-13.783333,13.1,CAPIRA|Unavailable|Unavailable|Low(36),-12.983333,14.183333,CAPIRA|Unavailable|Unavailable|Low(36),-8.984279,15.349197,CAPIRA|Unavailable|Unavailable|Low(36),-14.826612,16.652383,CAPIRA|Unavailable|Unavailable|Low(36),-12.5,15.966667,SERRA|Unavailable|Unavailable|Low(35),-8.300907,14.1523,SERRA|Unavailable|Unavailable|Low(35),-14.700661,13.479015,SERRA|Unavailable|Unavailable|Low(35),-14.928895,13.364272,NEVE|Unavailable|Unavailable|Low(34),-14.944172,13.3657,NEVE|Unavailable|Unavailable|Low(34),-14.931465,13.356277,NEVE|Unavailable|Unavailable|Low(34)",,"Phyllastrephus fulviventris, Chlorocichla flaviventris, Pycnonotus nigricans","Lubango Museum, Angola","35561, 35824, 35836",3,3
Sibutu,Philippines,,,4.841611,119.458994,yes,High(81),Unavailable,"7.026667,124.286389,SIBUTU|Unavailable|Unavailable|High(81),4.841611,119.458994,SIBUTU|Unavailable|Unavailable|High(81)",,Hypsipetes everetti,NHMUK,94.4.20.44,1,3
Sibuyan,Philippines,,,12.406537,122.569012,yes,High(82),,"12.406537,122.569012,SIBUYAN|Unavailable|Unavailable|High(82),14.632166,120.99964,SIBUYAN|Unavailable|Unavailable|High(82)",,Hypsipetes siquijorensis,PNM,10984,1,3
"Silent Valley, Kerala",India,,,11.075767,76.431519,yes,Low(36),,"10.416667,76.5,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),10,76.5,KERALA|Unavailable|Unavailable|Low(36)",,"Pycnonotus luteolus, Pycnonotus jocosus, Acritillas indica, Hypsipetes ganeesa, Microtarsus priocephalus",Indian Institute of Science Education and Research Tirupati,"ab_159601, AB_159847, AB_159848, AB_159850, AB_159851, AB_159856, AB_159857, AB_159858, AB_159859, AB_159860, AB_159861, AB_159862, AB_159863, A_264634, A_264657, A_264703, A_264706",17,3
"Silent valley, Kerala",India,,,11.075767,76.431519,no,Low(36),unavailable,"10.416667,76.5,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),10,76.5,KERALA|Unavailable|Unavailable|Low(36)",,"Rubigula gularis, Acritillas indica, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"a_7273, ab_4024, a_7260, a_7258, ab_4027, a_7257, ab_4029, a_7256, a_7255, a_7254, a_7253, a_7252, a_7251, a_7250, a_7249, ab_4033, a_7248, a_7247, a_7244",19,3
Simla,India,,,31.1,77.116667,yes,High(80),,"31.1,77.116667,SIMLA|Unavailable|Unavailable|High(80),28.972296,78.600141,SIMLA|Unavailable|Unavailable|High(80),27.850009,76.283524,SIMLA|Unavailable|Unavailable|High(80),23.012575,85.106256,SIMLA|Unavailable|Unavailable|High(80),25.401738,87.895641,SIMLA|Unavailable|Unavailable|High(80),24.747574,84.657359,SIMLA|Unavailable|Unavailable|High(80),28.068861,75.972904,SIMLA|Unavailable|Unavailable|High(80),30.97058,77.199136,SIMLA|Unavailable|Unavailable|High(80),31.104423,77.166623,SIMLA|Unavailable|Unavailable|High(80),31.166667,77.583333,SIMLA|Unavailable|Unavailable|High(80),29.544157,78.046306,SIMLA|Unavailable|Unavailable|High(80),29.529333,78.063432,SIMLA|Unavailable|Unavailable|High(80),30.884308,77.052276,SIMLA|Unavailable|Unavailable|High(80),24.169164,86.989031,SIMLA|Unavailable|Unavailable|High(80),30.969881,77.197893,SIMLA|Unavailable|Unavailable|High(80),30.884272,77.051807,SIMLA|Unavailable|Unavailable|High(80),22.6667,88.4167,SIMLA|Unavailable|Unavailable|High(80),31.166667,77.583333,SIMLA|Unavailable|Unavailable|High(80),31.104423,77.166623,SIMLA|Unavailable|Unavailable|High(80),31.1,77.116667,SIMLA|Unavailable|Unavailable|High(80),22.7833,88.2667,SIMLA|Unavailable|Unavailable|High(80),24.151525,86.905683,SIMLA|Unavailable|Unavailable|High(80),24.065915,86.810331,SIMLA|Unavailable|Unavailable|High(80),24.16568,86.844887,SIMLA|Unavailable|Unavailable|High(80),22.9,88.3667,SIMLA|Unavailable|Unavailable|High(80),22.75347,85.841109,SIMLA|Unavailable|Unavailable|High(80),24.117862,86.940962,SIMLA|Unavailable|Unavailable|High(80)",,Hypsipetes leucocephalus,Museums Victoria,B25500,1,3
"Simlipal, Odisha",India,,,21.63101,86.310997,yes,Low(38),,"21.199575,84.458176,SIMLIPAL|Unavailable|Unavailable|Low(38),20.5,84.41667,ODISHA|Unavailable|Unavailable|Low(36),21,84,ODISHA|Unavailable|Unavailable|Low(36)",,"Pycnonotus jocosus, Rubigula flaviventris, Pycnonotus cafer",Indian Institute of Science Education and Research Tirupati,"ab_80, a_42, z_82, ab_103, a_51, a_52, a_4735",7,3
Singapore Island,Singapore,,,1.366,103.8,no,High(91),unavailable,"1.366,103.8,SINGAPORE ISLAND|Unavailable|Unavailable|High(91),1.366667,103.8,SINGAPORE ISLAND|Unavailable|Unavailable|High(91),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69),1.35843,103.803433,(g3)Singapore|Unavailable|26025|High(69)",,Pycnonotus goiavier,Queensland Museum,O7875,1,4
"Sinsuran Road, Mile 30; Sabah, E. Malaysia",Malaysia,,,5.733333,116.366667,yes,Low(43),Unavailable,"4,115,EAST MALAYSIA|Unavailable|Unavailable|Low(43),0,120,MALAYSIA|Unavailable|Unavailable|Low(38),5.733333,116.366667,SINSURAN|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),5.5,117,SABAH|Unavailable|Unavailable|Low(35),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35)",,Pycnonotus leucops,Western Foundation of Vertebrate Zoology,"WFVZ #38673, WFVZ #38672, WFVZ #38671",3,3
