"","Common.name","area_square_miles","Estimate","Lower","Upper","Scientific.name","Order","Family","X95..Lower.CI","Abundance.estimate","X95..Upper.CI","Range.adjusted","Training.species"
"165","Andean Guan",142323.0442,NA,NA,NA,"Penelope montagnii","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",4045,332029,31473529,FALSE,FALSE
"166","Andean Hillstar",230037.4963,NA,NA,NA,"Oreotrochilus estella","Caprimulgiformes","Trochilidae (Hummingbirds)",18948,1535202,139956976,FALSE,FALSE
"167","Andean Lapwing",283727.7747,NA,NA,NA,"Vanellus resplendens","Charadriiformes","Charadriidae (Plovers and Lapwings)",26232,2256905,172171916,FALSE,FALSE
"168","Andean Motmot",37598.64231,NA,NA,NA,"Momotus aequatorialis","Coraciiformes","Momotidae (Motmots)",7818,720297,63503873,FALSE,FALSE
"169","Andean Negrito",321204.3273,NA,NA,NA,"Lessonia oreas","Passeriformes","Tyrannidae (Tyrant Flycatchers)",19362,1753924,168315747,FALSE,FALSE
"170","Andean Parakeet",73791.02566,NA,NA,NA,"Bolborhynchus orbygnesius","Psittaciformes","Psittacidae (New World and African Parrots)",2811,266047,25167284,FALSE,FALSE
"171","Andean Potoo",45253.11589,NA,NA,NA,"Nyctibius maculosus","Caprimulgiformes","Nyctibiidae (Potoos)",228,20197,1689544,FALSE,FALSE
"172","Andean Pygmy-Owl",79343.91404,NA,NA,NA,"Glaucidium jardinii","Strigiformes","Strigidae (Owls)",705,61335,5683975,FALSE,FALSE
"173","Andean Siskin",45541.99462,"X","X","X","Spinus spinescens","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",9747,969268,89541047,FALSE,FALSE
"174","Andean Solitaire",176719.3754,NA,NA,NA,"Myadestes ralloides","Passeriformes","Turdidae (Thrushes and Allies)",8228,787984,67963529,FALSE,FALSE
"175","Andean Swallow",195394.8693,NA,NA,NA,"Orochelidon andecola","Passeriformes","Hirundinidae (Swallows)",21093,1798978,184846091,FALSE,FALSE
"176","Andean Swift",344135.3561,NA,NA,NA,"Aeronautes andecolus","Caprimulgiformes","Apodidae (Swifts)",30734,2715063,229762295,FALSE,FALSE
"177","Andean Teal",158518.4878,NA,NA,NA,"Anas andium","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",4575,466204,39786468,FALSE,FALSE
"178","Andean Tit-Spinetail",98879.62455,NA,NA,NA,"Leptasthenura andicola","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",2728,242421,23910550,FALSE,FALSE
"179","Angola Swallow",643555.262,NA,NA,NA,"Hirundo angolensis","Passeriformes","Hirundinidae (Swallows)",61520,4739191,337613212,TRUE,FALSE
"180","Anhinga",5593187.08,NA,NA,NA,"Anhinga anhinga","Suliformes","Anhingidae (Anhingas)",64540,5806595,475645864,TRUE,FALSE
"181","Anianiau",122.8606077,"15000","10000","19999","Magumma parva","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",2,234,20260,TRUE,FALSE
"182","Anna's Hummingbird",190353.5648,NA,NA,NA,"Calypte anna","Caprimulgiformes","Trochilidae (Hummingbirds)",294666,20616809,1358826456,FALSE,TRUE
"183","Ansorge's Greenbul",717559.8675,NA,NA,NA,"Eurillas ansorgei","Passeriformes","Pycnonotidae (Bulbuls)",8539,869095,72591549,TRUE,FALSE
"184","Antarctic Petrel",22614788.34,NA,NA,NA,"Thalassoica antarctica","Procellariiformes","Procellariidae (Shearwaters and Petrels)",510,48392,4619392,FALSE,FALSE
"185","Antarctic Prion",32487248.68,NA,NA,NA,"Pachyptila desolata","Procellariiformes","Procellariidae (Shearwaters and Petrels)",83471,6890549,629758650,FALSE,FALSE
"186","Antarctic Tern",314183.9892,NA,NA,NA,"Sterna vittata","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",106091,10048265,852063474,TRUE,FALSE
"187","Antillean Crested Hummingbird",2986.988874,NA,NA,NA,"Orthorhyncus cristatus","Caprimulgiformes","Trochilidae (Hummingbirds)",53,4876,451411,TRUE,FALSE
"188","Antillean Mango",29055.14382,NA,NA,NA,"Anthracothorax dominicus","Caprimulgiformes","Trochilidae (Hummingbirds)",6457,570582,48899869,FALSE,FALSE
"189","Antillean Piculet",28880.17409,"X","X","X","Nesoctites micromegas","Piciformes","Picidae (Woodpeckers)",1435,128625,12199568,FALSE,FALSE
"190","Antillean Siskin",3745.968135,"X","X","X","Spinus dominicensis","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",118,8719,722866,TRUE,FALSE
"191","Antioquia Brushfinch",88.90444389,NA,NA,NA,"Atlapetes blancae","Passeriformes","Passerellidae (New World Sparrows)",0,2,177,TRUE,TRUE
"192","Antioquia Wren",1247.994656,NA,NA,NA,"Thryophilus sernai","Passeriformes","Troglodytidae (Wrens)",1,112,9744,TRUE,FALSE
"193","Apical Flycatcher",16045.52299,NA,NA,NA,"Myiarchus apicalis","Passeriformes","Tyrannidae (Tyrant Flycatchers)",38,3239,308344,TRUE,FALSE
"194","Aplomado Falcon",4660143.659,NA,NA,NA,"Falco femoralis","Falconiformes","Falconidae (Falcons and Caracaras)",21515,2012090,175902859,TRUE,FALSE
"195","Apo Myna",590.0997407,"X","X","X","Goodfellowia miranda","Passeriformes","Sturnidae (Starlings)",1,119,11273,TRUE,FALSE
"196","Apo Sunbird",2883.90568,NA,NA,NA,"Aethopyga boltoni","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",7,599,55308,TRUE,FALSE
"197","Apolinar's Wren",1031.615205,NA,NA,NA,"Cistothorus apolinari","Passeriformes","Troglodytidae (Wrens)",5,472,39316,TRUE,TRUE
"198","Apostlebird",965603.6929,NA,NA,NA,"Struthidea cinerea","Passeriformes","Corcoracidae (White-winged Chough and Apostlebird)",55863,5198239,492328472,TRUE,FALSE
"199","Apricot-breasted Sunbird",4132.206257,"X","X","X","Cinnyris buettikoferi","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",1622,149780,13667300,TRUE,FALSE
"200","Apurimac Brushfinch",7025.449834,NA,NA,NA,"Atlapetes forbesi","Passeriformes","Passerellidae (New World Sparrows)",10,967,77521,TRUE,FALSE
"201","Apurimac Spinetail",71.40773979,"1150","600","1700","Synallaxis courseni","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",0,7,662,TRUE,FALSE
"202","Arabian Bustard",1139138.076,NA,NA,NA,"Ardeotis arabs","Otidiformes","Otididae (Bustards)",2524,256844,20749825,TRUE,FALSE
"203","Arabian Golden Sparrow",63252.64314,NA,NA,NA,"Passer euchlorus","Passeriformes","Passeridae (Old World Sparrows)",6627,588888,47228169,TRUE,FALSE
"204","Arabian Partridge",135819.9829,NA,NA,NA,"Alectoris melanocephala","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",6946,569952,46174747,TRUE,FALSE
"205","Arabian Scops-Owl",78593.38176,NA,NA,NA,"Otus pamelae","Strigiformes","Strigidae (Owls)",1348,126137,11718928,TRUE,FALSE
"206","Arabian Warbler",211203.9547,NA,NA,NA,"Sylvia leucomelaena","Passeriformes","Sylviidae (Sylviid Warblers)",4796,386690,33922250,TRUE,FALSE
"207","Arafura Fantail",150889.0695,NA,NA,NA,"Rhipidura dryas","Passeriformes","Rhipiduridae (Fantails)",18055,1642771,166575135,TRUE,FALSE
"208","Araripe Manakin",9.354755709,"425","150","700","Antilophia bokermanni","Passeriformes","Pipridae (Manakins)",1,27,488,TRUE,TRUE
"209","Araucaria Tit-Spinetail",152489.921,NA,NA,NA,"Leptasthenura setaria","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",6489,600176,50662448,FALSE,FALSE
"210","Archbold's Bowerbird",24945.75726,"X","X","X","Archboldia papuensis","Passeriformes","Ptilonorhynchidae (Bowerbirds)",439,37447,3480422,TRUE,FALSE
"211","Archbold's Newtonia",30052.20315,NA,NA,NA,"Newtonia archboldi","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)",3037,286063,28148107,TRUE,FALSE
"212","Archbold's Nightjar",28799.86787,NA,NA,NA,"Eurostopodus archboldi","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",342,32885,2961807,TRUE,FALSE
"213","Arfak Astrapia",1436.754899,NA,NA,NA,"Astrapia nigra","Passeriformes","Paradisaeidae (Birds-of-Paradise)",1,76,7038,TRUE,FALSE
"214","Arfak Honeyeater",2837.425088,NA,NA,NA,"Melipotes gymnops","Passeriformes","Meliphagidae (Honeyeaters)",48,3916,363241,TRUE,FALSE
"215","Aripuana Antwren",32961.55383,"X","X","X","Herpsilochmus stotzi","Passeriformes","Thamnophilidae (Typical Antbirds)",1015,88856,7544337,TRUE,FALSE
"216","Armenian Gull",9198.611677,NA,NA,NA,"Larus armenicus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",110819,9142229,740081927,TRUE,FALSE
"217","Arrow-marked Babbler",2248012.548,NA,NA,NA,"Turdoides jardineii","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",34971,3248553,280166705,TRUE,FALSE
"218","Arrowhead Piculet",14165.24025,NA,NA,NA,"Picumnus minutissimus","Piciformes","Picidae (Woodpeckers)",106,9579,857609,TRUE,FALSE
"219","Arrowhead Warbler",4255.517775,"X","X","X","Setophaga pharetra","Passeriformes","Parulidae (New World Warblers)",52,4529,449916,TRUE,FALSE
"220","Ash-breasted Antbird",112277.2227,NA,NA,NA,"Myrmoborus lugubris","Passeriformes","Thamnophilidae (Typical Antbirds)",3772,323572,29302535,FALSE,FALSE
"221","Ash-breasted Sierra-Finch",367031.5433,NA,NA,NA,"Geospizopsis plebejus","Passeriformes","Thraupidae (Tanagers and Allies)",39668,3767183,328345702,FALSE,FALSE
"222","Ash-browed Spinetail",67144.09532,NA,NA,NA,"Cranioleuca curtata","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",1483,138219,12399471,FALSE,FALSE
"223","Ash-colored Tapaculo",45935.61058,NA,NA,NA,"Myornis senilis","Passeriformes","Rhinocryptidae (Tapaculos)",781,68556,5932238,FALSE,FALSE
"224","Ash-throated Casiornis",813553.2162,NA,NA,NA,"Casiornis fuscus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",6369,540279,48582878,TRUE,FALSE
"225","Ash-throated Flycatcher",128249.4422,NA,NA,NA,"Myiarchus cinerascens","Passeriformes","Tyrannidae (Tyrant Flycatchers)",316102,12965225,599793430,FALSE,TRUE
"226","Ash-throated Gnateater",424225.3088,NA,NA,NA,"Conopophaga peruviana","Passeriformes","Conopophagidae (Gnateaters)",773,64649,6325854,FALSE,FALSE
"227","Ash-winged Antwren",832277.5752,NA,NA,NA,"Euchrepomis spodioptila","Passeriformes","Thamnophilidae (Typical Antbirds)",3506,333752,31220875,TRUE,FALSE
"228","Ashy Antwren",25878.08836,NA,NA,NA,"Myrmotherula grisea","Passeriformes","Thamnophilidae (Typical Antbirds)",37,3557,303386,TRUE,FALSE
"229","Ashy Bulbul",424150.4935,NA,NA,NA,"Hemixos flavala","Passeriformes","Pycnonotidae (Bulbuls)",16722,1436826,128591017,TRUE,FALSE
"230","Ashy Cisticola",237428.4855,NA,NA,NA,"Cisticola cinereolus","Passeriformes","Cisticolidae (Cisticolas and Allies)",713,66507,5828181,TRUE,FALSE
"231","Ashy Drongo",1214638.491,NA,NA,NA,"Dicrurus leucophaeus","Passeriformes","Dicruridae (Drongos)",91502,8267888,664863411,TRUE,FALSE
"232","Ashy Flowerpecker",6877.477734,"X","X","X","Dicaeum vulneratum","Passeriformes","Dicaeidae (Flowerpeckers)",167,15851,1456443,TRUE,FALSE
"233","Ashy Flycatcher",2901010.619,NA,NA,NA,"Fraseria caerulescens","Passeriformes","Muscicapidae (Old World Flycatchers)",32459,3057715,270001591,TRUE,FALSE
"234","Ashy Minivet",1748.710428,"X","X","X","Pericrocotus divaricatus","Passeriformes","Campephagidae (Cuckooshrikes)",77950,7770229,822142463,TRUE,FALSE
"235","Ashy Myzomela",12620.25643,"X","X","X","Myzomela cineracea","Passeriformes","Meliphagidae (Honeyeaters)",2581,253905,25468518,TRUE,FALSE
"236","Ashy Prinia",1065088.601,NA,NA,NA,"Prinia socialis","Passeriformes","Cisticolidae (Cisticolas and Allies)",68109,5965330,487375915,FALSE,FALSE
"237","Ashy Robin",4890.110839,NA,NA,NA,"Heteromyias albispecularis","Passeriformes","Petroicidae (Australasian Robins)",1389,132749,13322739,TRUE,FALSE
"238","Ashy Starling",119425.073,NA,NA,NA,"Lamprotornis unicolor","Passeriformes","Sturnidae (Starlings)",8851,817309,78801993,FALSE,FALSE
"239","Ashy Tailorbird",342610.2853,NA,NA,NA,"Orthotomus ruficeps","Passeriformes","Cisticolidae (Cisticolas and Allies)",22340,2002301,160021235,TRUE,FALSE
"240","Ashy Tit",693127.6422,NA,NA,NA,"Melaniparus cinerascens","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",5623,567900,51679327,TRUE,FALSE
"241","Ashy Wood-Pigeon",218205.0911,NA,NA,NA,"Columba pulchricollis","Columbiformes","Columbidae (Pigeons and Doves)",1897,187598,18190230,TRUE,FALSE
"242","Ashy Woodpecker",40084.20128,"X","X","X","Mulleripicus fulvus","Piciformes","Picidae (Woodpeckers)",3671,333528,30617428,TRUE,FALSE
"243","Ashy Woodswallow",1815102.915,NA,NA,NA,"Artamus fuscus","Passeriformes","Artamidae (Woodswallows)",79435,6837719,604159207,TRUE,FALSE
"244","Ashy-bellied White-eye",14822.16003,NA,NA,NA,"Zosterops citrinella","Passeriformes","Zosteropidae (White-eyes, Yuhinas, and Allies)",22400,2181689,180318104,TRUE,FALSE
"245","Ashy-breasted Flycatcher",40602.25449,NA,NA,NA,"Muscicapa randi","Passeriformes","Muscicapidae (Old World Flycatchers)",31,2608,214354,FALSE,FALSE
"246","Ashy-crowned Sparrow-Lark",1145421.892,NA,NA,NA,"Eremopterix griseus","Passeriformes","Alaudidae (Larks)",54371,4619102,384388670,TRUE,FALSE
"247","Ashy-faced Owl",29269.35915,"X","X","X","Tyto glaucops","Strigiformes","Tytonidae (Barn-Owls)",260,22736,2021432,FALSE,FALSE
"248","Ashy-fronted Bulbul",5102.928427,NA,NA,NA,"Pycnonotus cinereifrons","Passeriformes","Pycnonotidae (Bulbuls)",84,8103,765518,TRUE,FALSE
"249","Ashy-headed Green-Pigeon",664027.0824,NA,NA,NA,"Treron phayrei","Columbiformes","Columbidae (Pigeons and Doves)",5392,477982,41274039,TRUE,FALSE
"250","Ashy-headed Greenlet",1241258.439,NA,NA,NA,"Hylophilus pectoralis","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",18869,1768418,180125077,TRUE,FALSE
"251","Ashy-headed Laughingthrush",6066.218735,NA,NA,NA,"Garrulax cinereifrons","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",49,4289,407390,TRUE,FALSE
"252","Ashy-headed Tyrannulet",55801.17128,NA,NA,NA,"Phyllomyias cinereiceps","Passeriformes","Tyrannidae (Tyrant Flycatchers)",1092,92974,7797097,FALSE,FALSE
"253","Ashy-throated Chlorospingus",63798.55934,NA,NA,NA,"Chlorospingus canigularis","Passeriformes","Passerellidae (New World Sparrows)",2335,213240,20436213,FALSE,FALSE
"254","Ashy-throated Parrotbill",71737.12932,NA,NA,NA,"Sinosuthora alphonsiana","Passeriformes","Paradoxornithidae (Parrotbills, Wrentit, and Allies)",14613,1335380,120001942,FALSE,FALSE
"255","Ashy-throated Warbler",375399.9004,NA,NA,NA,"Phylloscopus maculipennis","Passeriformes","Phylloscopidae (Leaf Warblers)",11979,1040733,86295095,TRUE,FALSE
"256","Asian Barred Owlet",1780846.963,NA,NA,NA,"Glaucidium cuculoides","Strigiformes","Strigidae (Owls)",12165,1149641,102580651,TRUE,FALSE
"257","Asian Brown Flycatcher",257756.0579,NA,NA,NA,"Muscicapa dauurica","Passeriformes","Muscicapidae (Old World Flycatchers)",114973,9830498,895128092,TRUE,FALSE
"258","Asian Emerald Cuckoo",568969.6485,NA,NA,NA,"Chrysococcyx maculatus","Cuculiformes","Cuculidae (Cuckoos)",5483,483732,42708647,TRUE,FALSE
"259","Asian Emerald Dove",1816450.793,NA,NA,NA,"Chalcophaps indica","Columbiformes","Columbidae (Pigeons and Doves)",40175,4064386,380450262,TRUE,FALSE
"260","Asian Fairy-bluebird",1432359.159,NA,NA,NA,"Irena puella","Passeriformes","Irenidae (Fairy-bluebirds)",32589,2802714,249902363,TRUE,FALSE
"261","Asian Glossy Starling",828251.2918,NA,NA,NA,"Aplonis panayensis","Passeriformes","Sturnidae (Starlings)",181351,13917389,1023080703,TRUE,FALSE
"262","Asian Golden Weaver",332497.6975,NA,NA,NA,"Ploceus hypoxanthus","Passeriformes","Ploceidae (Weavers and Allies)",17304,1908162,170153390,TRUE,FALSE
"263","Asian House-Martin",212015.9055,NA,NA,NA,"Delichon dasypus","Passeriformes","Hirundinidae (Swallows)",123010,10008704,892011315,TRUE,FALSE
"264","Asian Koel",2639193.938,NA,NA,NA,"Eudynamys scolopaceus","Cuculiformes","Cuculidae (Cuckoos)",145181,13170599,1151705616,TRUE,FALSE
"265","Asian Openbill",818451.5164,NA,NA,NA,"Anastomus oscitans","Ciconiiformes","Ciconiidae (Storks)",220741,17035285,1352291940,TRUE,FALSE
"266","Asian Palm-Swift",2640476.546,NA,NA,NA,"Cypsiurus balasiensis","Caprimulgiformes","Apodidae (Swifts)",195460,16120499,1302790554,TRUE,FALSE
"267","Asian Pied Starling",1287295.218,NA,NA,NA,"Gracupica contra","Passeriformes","Sturnidae (Starlings)",194406,16114518,1546420080,TRUE,FALSE
"268","Assam Laughingthrush",60295.93162,NA,NA,NA,"Trochalopteron chrysopterum","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",2617,236387,21425513,TRUE,FALSE
"269","Atherton Scrubwren",9540.828258,"X","X","X","Sericornis keri","Passeriformes","Acanthizidae (Thornbills and Allies)",36,3417,295821,TRUE,FALSE
"270","Atlantic Petrel",7665751.255,NA,NA,NA,"Pterodroma incerta","Procellariiformes","Procellariidae (Shearwaters and Petrels)",172,15541,1382287,FALSE,FALSE
"271","Auckland Islands Rail",16.69407528,NA,NA,NA,"Lewinia muelleri","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",0,1,108,TRUE,FALSE
"272","Auckland Islands Teal",16.4094911,NA,NA,NA,"Anas aucklandica","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",0,42,3367,TRUE,FALSE
"273","Audubon's Oriole",134038.72,NA,NA,NA,"Icterus graduacauda","Passeriformes","Icteridae (Troupials and Allies)",9044,793060,71126106,FALSE,TRUE
"274","Audubon's Shearwater",9521608.438,NA,NA,NA,"Puffinus lherminieri","Procellariiformes","Procellariidae (Shearwaters and Petrels)",7606,763374,67608432,FALSE,FALSE
"275","Augur Buzzard",1513371.79,NA,NA,NA,"Buteo augur","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",9814,941511,95051859,TRUE,FALSE
"276","Austral Canastero",74317.5553,NA,NA,NA,"Asthenes anthoides","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",4321,396689,38287889,TRUE,FALSE
"277","Austral Parakeet",220884.0194,NA,NA,NA,"Enicognathus ferrugineus","Psittaciformes","Psittacidae (New World and African Parrots)",9941,887871,76298611,TRUE,FALSE
"278","Austral Pygmy-Owl",253493.6442,NA,NA,NA,"Glaucidium nana","Strigiformes","Strigidae (Owls)",2779,289589,25604087,TRUE,FALSE
"279","Austral Rail",44977.95293,NA,NA,NA,"Rallus antarcticus","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",557,51188,4725605,TRUE,FALSE
"280","Austral Thrush",381281.3201,NA,NA,NA,"Turdus falcklandii","Passeriformes","Turdidae (Thrushes and Allies)",52986,4576289,402388395,TRUE,FALSE
"281","Australasian Bittern",550340.8979,NA,NA,NA,"Botaurus poiciloptilus","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",988,92414,8064758,TRUE,FALSE
"282","Australasian Bushlark",4466963.731,NA,NA,NA,"Mirafra javanica","Passeriformes","Alaudidae (Larks)",51850,4361933,423046003,TRUE,FALSE
"283","Australasian Darter",2634942.163,NA,NA,NA,"Anhinga novaehollandiae","Suliformes","Anhingidae (Anhingas)",42648,3561452,357612132,TRUE,FALSE
"284","Australasian Figbird",383754.4872,NA,NA,NA,"Sphecotheres vieilloti","Passeriformes","Oriolidae (Old World Orioles)",83174,7186392,644976854,TRUE,FALSE
"285","Australasian Grass-Owl",1649312.475,NA,NA,NA,"Tyto longimembris","Strigiformes","Tytonidae (Barn-Owls)",9451,871402,74749872,TRUE,FALSE
"286","Australasian Grebe",1215359.396,NA,NA,NA,"Tachybaptus novaehollandiae","Podicipediformes","Podicipedidae (Grebes)",104435,8037214,678206871,TRUE,FALSE
"287","Australasian Pipit",2501831.044,NA,NA,NA,"Anthus novaeseelandiae","Passeriformes","Motacillidae (Wagtails and Pipits)",64319,5905941,566871528,TRUE,FALSE
"288","Australian Brushturkey",248197.1025,NA,NA,NA,"Alectura lathami","Galliformes","Megapodiidae (Megapodes)",8123,688519,65007262,TRUE,FALSE
"289","Australian Bustard",2593532.414,NA,NA,NA,"Ardeotis australis","Otidiformes","Otididae (Bustards)",8954,734319,73125734,TRUE,FALSE
"290","Australian Crake",762891.8122,NA,NA,NA,"Porzana fluminea","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",12177,1100036,99902372,TRUE,FALSE
"291","Australian Hobby",2994026.431,NA,NA,NA,"Falco longipennis","Falconiformes","Falconidae (Falcons and Caracaras)",10159,989940,92126043,TRUE,FALSE
"292","Australian Kestrel",2967198.122,NA,NA,NA,"Falco cenchroides","Falconiformes","Falconidae (Falcons and Caracaras)",44251,3866460,368984467,TRUE,FALSE
"293","Australian King-Parrot",313303.4524,NA,NA,NA,"Alisterus scapularis","Psittaciformes","Psittaculidae (Old World Parrots)",14014,1232315,119159120,FALSE,FALSE
"294","Australian Logrunner",64304.35578,NA,NA,NA,"Orthonyx temminckii","Passeriformes","Orthonychidae (Logrunners)",1099,101633,8823787,FALSE,FALSE
"295","Australian Magpie",2597286.468,NA,NA,NA,"Gymnorhina tibicen","Passeriformes","Cracticidae (Bellmagpies and Allies)",121706,11295888,1045418471,TRUE,FALSE
"296","Australian Masked-Owl",1226800.693,NA,NA,NA,"Tyto novaehollandiae","Strigiformes","Tytonidae (Barn-Owls)",616,54257,4650160,TRUE,FALSE
"297","Australian Owlet-nightjar",2974043.654,NA,NA,NA,"Aegotheles cristatus","Caprimulgiformes","Aegothelidae (Owlet-nightjars)",14480,1224828,123683457,TRUE,FALSE
