LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Haut-Lomami, Bukama",Democratic Republic of Congo,,,-9.20443,25.85475,no,Low(36),unavailable,"-1.816667,22.633333,LOMAMI|Unavailable|Unavailable|Low(36),-9.2,25.85,BUKAMA|Unavailable|Unavailable|Low(36),-3.516667,26.9,BUKAMA|Unavailable|Unavailable|Low(36),-2.383333,23.566667,LOMAMI|Unavailable|Unavailable|Low(36),0.766667,24.266667,LOMAMI|Unavailable|Unavailable|Low(36),-0.016667,20.416667,LOMAMI|Unavailable|Unavailable|Low(36),-3.933333,23.416667,LOMAMI|Unavailable|Unavailable|Low(36)",,Atimastillas flavigula,ANSP,89126,1,2
"Hill-Darrah-Braidwood Trail, Borneo",Malaysia,,,4.963922,117.802937,yes,Low(36),,"4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36)",,Rubigula erythropthalmos,Field1,"1_NA_5957, 1_NA_5958",2,3
Hormigas Camp,Equatorial Guinea,,,3.33,8.53,no,,,,,Bleda notatus,"Louisiana State University, Museum of Natural Science",230832,1,2
Ile Maurice,Mauritius,,,-20.3,57.583333,no,High(86),unavailable,"-20.3,57.583333,ILE MAURICE|Unavailable|Unavailable|High(86)",,Hypsipetes olivaceus,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 9148,1,4
Ile de la Réunion,Reunion,,,-21.0833,55.5833,yes,Low(40),Unavailable,"-20.900742,55.536504,LA RÉUNION|Unavailable|Unavailable|Low(40),-21.1,55.6,LA RÉUNION|Unavailable|Unavailable|Low(40),-21.1,55.6,RÉUNION|Unavailable|Unavailable|Low(37),-21.066667,55.266667,RÉUNION|Unavailable|Unavailable|Low(37),-21.1,55.6,RÉUNION|Unavailable|Unavailable|Low(37),-21.0833,55.5833,RÉUNION|Unavailable|Unavailable|Low(37),-20.900742,55.536504,RÉUNION|Unavailable|Unavailable|Low(37),-20.999681,55.67236,UNION|Unavailable|Unavailable|Low(35)",,Hypsipetes borbonicus,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 9148 A,1,4
India,India,,,22,79,no,High(80),unavailable,"22,79,INDIA|Unavailable|Unavailable|High(80),23.015333,75.362613,INDIA|Unavailable|Unavailable|High(80),20,77,INDIA|Unavailable|Unavailable|High(80)",,Pycnonotus cafer,Royal Ontario Museum,"B 3957b; WR 24, 1492",1,6
"Ituri Province, Saidi’s Village; Irumu-Avakubi Road, 10 miles W of Epulu River Ferry",Democratic Republic of Congo,,,1.249996,28.204423,no,High(80),unavailable,"1.249996,28.204423,Distance West of EPULU|Unavailable|Unavailable|High(80)",,Phyllastrephus xavieri,ANSP,"122242, 122243",2,3
Java,Indonesia,,,-7.4,110,no,High(79),unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula squamata,ANSP,17109,1,6
Java,Indonesia,,,-7.121972,107.63896,yes,High(79),,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Ixos virescens,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 2003,1,5
Jepore,India,,,17.9258,73.6575,no,High(82),unavailable,"18.8563,82.571604,JEYPORE|Unavailable|Unavailable|High(82),26.913312,75.787872,JEYPORE|Unavailable|Unavailable|High(82),18.85,82.583333,JEYPORE|Unavailable|Unavailable|High(82),26.916182,75.81568,JEYPORE|Unavailable|Unavailable|High(82)",,Hypsipetes ganeesa,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/j/27,1,4
"Jiangsu Province, Jiangyin",China,,,31.916667,120.233333,yes,Low(38),Unavailable,"31.916667,120.233333,JIANGYIN|Unavailable|Unavailable|Low(38),25.460223,119.315981,JIANGYIN|Unavailable|Unavailable|Low(38),31.826803,120.301254,JIANGYIN|Unavailable|Unavailable|Low(38),31.905063,120.26851,JIANGYIN|Unavailable|Unavailable|Low(38),33,119.833333,JIANGSU|Unavailable|Unavailable|Low(37),22.884986,113.1583,JIANGYI|Unavailable|Unavailable|Low(24),23.9123,109.114,JIANGYI|Unavailable|Unavailable|Low(24),29.211616,115.772628,JIANGYI|Unavailable|Unavailable|Low(24),26.072,101.909,JIANGYI|Unavailable|Unavailable|Low(24),35.4728,108.172,JIANGYI|Unavailable|Unavailable|Low(24),29.1833,115.75,JIANGYI|Unavailable|Unavailable|Low(24),26.7011,108.401,JIANGYI|Unavailable|Unavailable|Low(24)",,Pycnonotus sinensis,ANSP,"105553, 105554, 105555, 105556, 105557, 105558, 105559, 105560",8,3
"Jiujiang Town, Foshan City,Guangdong",China,,,22.831832,112.993623,yes,Medium(59),,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University",SYS0002790,1,2
Kakamega Forest,Kenya,,,0.266,34.898,no,High(90),unavailable,"0.266,34.898,KAKAMEGA FOREST|Unavailable|Unavailable|High(90),0.264333,34.889119,KAKAMEGA FOREST|Unavailable|Unavailable|High(90)",,Arizelocichla masukuensis,"Louisiana State University, Museum of Natural Science","26012, 26013",2,3
"Kakum National Park, Abrafo, Kuntan Trail",Ghana,,,5.349973,-1.382087,yes,Low(36),,"5.330781,-1.380509,ABRAFO|Unavailable|Unavailable|Low(36),5.103964,-1.31721,KAKUM|Unavailable|Unavailable|Low(35)",,Bleda canicapillus,"Louisiana State University, Museum of Natural Science",160475,1,2
"Kamituga, Kivu, Zaïre",DRC,,,-3.055278,28.181944,yes,Low(38),Unavailable,"-3.055278,28.181944,KAMITUGA|Unavailable|Unavailable|Low(38),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 62624, RBINS 62625",2,2
"Kanchanaburi Province, Si Sawat District, Si Sawat",Thailand,,,14.661829,99.123042,yes,Medium(62),,"14.0202,99.526618,(g3)Kanchanaburi|Unavailable|6906|Medium(62)",,Pycnonotus conradi,ANSP,114812,1,4
"Kandulula, Kivu, Zaïre",DRC,,,-3.10788,28.385964,yes,Low(34),,"-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 66958,1,3
"Kashebere, Kivu, Zaïre",DRC,,,-1.31349,28.67523,no,Low(34),unavailable,"-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 59871,1,2
"Kawaigan, Minolo, Puerto Galera",Phillippines,,,13.503771,120.951624,no,Medium(63),unavailable,"13.503771,120.951624,(g3)Puerto Galera|Unavailable|2605|Medium(63)",,Pycnonotus goiavier,NMNH Philippines, PNM 16091,1,4
"Kemo, Sibut",Central African Republic,,,5.731507,19.086249,yes,Low(35),,"5.718013,19.073889,SIBUT|Unavailable|Unavailable|Low(35),5.7667,19.1,SIBUT|Unavailable|Unavailable|Low(35),5.025245,19.258826,KEMO|Unavailable|Unavailable|Low(34),6.133333,20.35,KEMO|Unavailable|Unavailable|Low(34),5.866667,19.2,KEMO|Unavailable|Unavailable|Low(34),5.75,19.0833,KEMO|Unavailable|Unavailable|Low(34)",,Atimastillas flavigula,ANSP,122698,1,2
Khun Tan mountain range,Thailand,,,19.833528,100.258584,no,Low(38),unavailable,"19.833528,100.258584,KHUN TAN|Unavailable|Unavailable|Low(38)",,Iole propinqua,ANSP,"112593, 112594",2,4
"Kinabalu Park, Sayap substation, approximately 18 km N park headquarters",Malaysia,,,6.164063,116.565385,yes,Low(43),,"6.1345,116.6375,KINABALU PARK|Unavailable|Unavailable|Low(43),5.9749,116.0724,KINABALU|Unavailable|Unavailable|Low(38)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science","168299, 168300, 168301, 168302",4,2
"Kinabalu Park, headquarters",Malaysia,,,6.005517,116.542257,yes,Low(43),,"6.1345,116.6375,KINABALU PARK|Unavailable|Unavailable|Low(43),5.9749,116.0724,KINABALU|Unavailable|Unavailable|Low(38)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science","181643, 181644",2,2
"Kon Tum, Ngoc Linh Nature Reserve",Vietnam,,,15.068362,107.976264,yes,Low(39),Unavailable,"21.343247,106.070724,NGOC LINH|Unavailable|Unavailable|Low(39),15.0667,107.9833,NGOC LINH|Unavailable|Unavailable|Low(39),15.068362,107.976264,NGOC LINH|Unavailable|Unavailable|Low(39),14.383333,107.983333,KON TUM|Unavailable|Unavailable|Low(37),14.25,108.783333,KON TUM|Unavailable|Unavailable|Low(37),14.383333,107.95,KON TUM|Unavailable|Unavailable|Low(37),14.354515,108.007592,KON TUM|Unavailable|Unavailable|Low(37),14.35,108,KON TUM|Unavailable|Unavailable|Low(37),14.75,107.916667,KON TUM|Unavailable|Unavailable|Low(37)",,Alophoixus pallidus,ANSP,195028,1,3
"Krabi Province, Khao Phanom Bencha",Thailand,,,8.239722,98.93825,yes,Low(48),Unavailable,"8.352778,98.947333,KHAO PHANOM BENCHA|Unavailable|Unavailable|Low(48),8.496611,98.947306,KHAO PHANOM BENCHA|Unavailable|Unavailable|Low(48),8.539111,98.934583,KHAO PHANOM BENCHA|Unavailable|Unavailable|Low(48),8.376278,98.839222,KHAO PHANOM BENCHA|Unavailable|Unavailable|Low(48),8.239722,98.93825,KHAO PHANOM BENCHA|Unavailable|Unavailable|Low(48),8.198,99.008,KRABI PROVINCE|Unavailable|Unavailable|Low(44),8.655722,98.7355,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.284056,98.93825,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.731722,98.769083,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.265489,99.051242,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.590583,98.702833,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.674722,98.747306,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.809528,98.821778,KHAO PHANOM|Unavailable|Unavailable|Low(41),8.85475,98.812667,PHANOM|Unavailable|Unavailable|Low(36),8.820389,98.810861,PHANOM|Unavailable|Unavailable|Low(36),8.198,99.008,KRABI|Unavailable|Unavailable|Low(35),8.072574,98.910516,KRABI|Unavailable|Unavailable|Low(35),8.0667,98.8667,KRABI|Unavailable|Unavailable|Low(35),8.197928,99.008589,KRABI|Unavailable|Unavailable|Low(35),13.671278,101.939417,KHAO PHAN|Unavailable|Unavailable|Low(26),8.938139,99.758639,KHAO PHA|Unavailable|Unavailable|Low(25),15.801167,101.223694,KHAO PHA|Unavailable|Unavailable|Low(25),8.934556,99.74225,KHAO PHA|Unavailable|Unavailable|Low(25),15.809,101.252694,KHAO PHA|Unavailable|Unavailable|Low(25),8.518139,99.384361,KHAO PHA|Unavailable|Unavailable|Low(25),8.446639,99.41425,KHAO PHA|Unavailable|Unavailable|Low(25),14.814444,101.657167,KHAO PHA|Unavailable|Unavailable|Low(25)",,Ixos malaccensis,ANSP,"127587, 127588, 127589, 127590, 127591",5,3
"Lampang Province, Lampang District, Lampang [Nakhon Lampang]",Thailand,,,18.288895,99.505473,yes,Low(46),Unavailable,"18.3333,99.5,LAMPANG PROVINCE|Unavailable|Unavailable|Low(46),18.292318,99.49277,NAKHON LAMPANG|Unavailable|Unavailable|Low(44),18.27975,99.473056,LAMPANG|Unavailable|Unavailable|Low(37),18.292318,99.49277,LAMPANG|Unavailable|Unavailable|Low(37),18.333333,99.5,LAMPANG|Unavailable|Unavailable|Low(37),18.2667,99.5,LAMPANG|Unavailable|Unavailable|Low(37),18.266667,99.516667,LAMPANG|Unavailable|Unavailable|Low(37),18.3333,99.5,LAMPANG|Unavailable|Unavailable|Low(37),8.391017,99.822028,NAKHON|Unavailable|Unavailable|Low(36)",,Pycnonotus conradi,ANSP,"114815, 114816",2,3
"Lechang City, Guangdong",China,,,25.131714,113.344285,yes,Medium(59),,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002803, SYS0002804",2,3
"Lingnan campus, Guangdong",China,,,23.096603488073026,113.29894172389152,no,Medium(59),unavailable,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University",SYS0002690,1,2
"Litoral, Rio Campo",Equatorial Guinea,,,2.338125,9.822115,yes,Low(39),Unavailable,"2.166667,10.033333,RIO CAMPO|Unavailable|Unavailable|Low(39),2.338125,9.822115,RIO CAMPO|Unavailable|Unavailable|Low(39),2.35,9.816667,RIO CAMPO|Unavailable|Unavailable|Low(39),1.5,9.75,LITORAL|Unavailable|Unavailable|Low(37),2.35,9.816667,CAMPO|Unavailable|Unavailable|Low(35),1.237186,9.818695,CAMPO|Unavailable|Unavailable|Low(35)",,Calyptocichla serinus,ANSP,"191046, 191047",2,2
"Luhega Forest Reserve, Ihambui Stream, 1.5 km E Uhafiwa",Tanzania,,,-8.509922,35.858599,yes,,,,,Arizelocichla masukuensis,"Louisiana State University, Museum of Natural Science","138934, 138935",2,2
Mawanda,Zambia,,,-14.54941,30.90981,no,,,,,Phyllastrephus cerviniventris,ANSP,166743,1,2
Makutu Mts,Zambia,,,-10.450528,33.199419,yes,Low(36),,"-10.383333,33.266667,MAKUTU|Unavailable|Unavailable|Low(36)",,Phyllastrephus cerviniventris,University of Cambridge Museum of Zoology,UMZC 27/Pyc/10/c/1,1,4
Malacca,Malaysia,,,2.329166,102.35471,yes,High(82),,"2.191944,102.255833,MALACCA|Unavailable|Unavailable|High(82),2.2333,102.2333,MALACCA|Unavailable|Unavailable|High(82),2.25,102.25,MALACCA|Unavailable|Unavailable|High(82)",,"Iole finschii, Iole crypta, Ixos malaccensis",ANSP,"51959, 51943, 51940",3,4
"Malanje Province, 42 km N Calandula",Angola,,,-8.741983,15.976932,yes,High(84),Unavailable,"-11.658213,16.013516,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.203839,15.4325,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-12.470584,15.883333,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.680203,17.871029,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.741983,15.976932,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.712118,15.954899,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.558407,18.011308,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.291402,15.94849,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-13.087269,19.616667,Distance North of CALANDULA|Unavailable|Unavailable|High(84),-8.720491,15.95,Distance North of CALANDULA|Unavailable|Unavailable|High(84)",,Neolestes torquatus,ANSP,191914,1,2
"Maluku Province, Buru Island; Bara",Indonesia,,,-3.260161,126.482458,yes,Low(41),,"-3.4,126.65,BURU ISLAND|Unavailable|Unavailable|Low(41),-4,128,MALUKU|Unavailable|Unavailable|Low(36),-3.8932,119.8266,MALUKU|Unavailable|Unavailable|Low(36),-4,129,MALUKU|Unavailable|Unavailable|Low(36),-8.7093,120.2643,BURU|Unavailable|Unavailable|Low(34),-8.549,118.3929,BARA|Unavailable|Unavailable|Low(34),-8.8409,121.2215,BURU|Unavailable|Unavailable|Low(34),-6.115,106.315278,BARA|Unavailable|Unavailable|Low(34),-3.141786,126.228098,BARA|Unavailable|Unavailable|Low(34),-7.1172,113.3017,BARA|Unavailable|Unavailable|Low(34),-8.7081,116.3659,BARA|Unavailable|Unavailable|Low(34),-5.6069,120.4417,BARA|Unavailable|Unavailable|Low(34),-8.5328,118.3761,BARA|Unavailable|Unavailable|Low(34),-4.3328,135.0055,BURU|Unavailable|Unavailable|Low(34),-4.2245,134.9481,BURU|Unavailable|Unavailable|Low(34),-3.4,126.65,BURU|Unavailable|Unavailable|Low(34),-7.955556,110.203333,BARA|Unavailable|Unavailable|Low(34),0.9,103.5,BURU|Unavailable|Unavailable|Low(34),-8.333,124.1396,BARA|Unavailable|Unavailable|Low(34),-3.410723,126.659431,BURU|Unavailable|Unavailable|Low(34),1.397106,99.654378,BARA|Unavailable|Unavailable|Low(34),-6.8542,115.2682,BARA|Unavailable|Unavailable|Low(34)",,Hypsipetes mysticalis,ANSP,51960,1,4
"Mambere-Kadei, Berberati, Berberati",Central African Republic,,,4.258271,15.788318,yes,Low(43),Unavailable,"4.5,16,MAMBERE-KADEI|Unavailable|Unavailable|Low(43),4.5,16,MAMBERE-KADEI|Unavailable|Unavailable|Low(43),4.258271,15.788318,BERBERATI|Unavailable|Unavailable|Low(39),7.756,15.5893,MAMBERE|Unavailable|Unavailable|Low(37),3.516675,16.047624,MAMBERE|Unavailable|Unavailable|Low(37),4.413954,16.751529,MAMBERE|Unavailable|Unavailable|Low(37),5.567803,15.457906,MAMBERE|Unavailable|Unavailable|Low(37),4.147034,17.368707,MAMBERE|Unavailable|Unavailable|Low(37),3.516667,16.05,KADEI|Unavailable|Unavailable|Low(35)",,Baeopogon indicator,ANSP,122699,1,2
Manjakatompo,Madagascar,,,-18.967713,47.26902,yes,High(87),,"-19.324569,47.427119,MANJAKATOMPO|Unavailable|Unavailable|High(87),-18.967713,47.26902,MANJAKATOMPO|Unavailable|Unavailable|High(87)",,Hypsipetes madagascariensis,University of Michigan Museum of Zoology,98579,1,2
Marlborough; Harare,Zimbabwe,,,-17.746809,31.008061,yes,Low(41),Unavailable,"-18.324247,32.001105,MARLBOROUGH|Unavailable|Unavailable|Low(41),-17.746809,31.008061,MARLBOROUGH|Unavailable|Unavailable|Low(41),-17.836111,31.040833,SALISBURY|Unavailable|Unavailable|Low(39),-17.817778,31.044722,SALISBURY|Unavailable|Unavailable|Low(39),-17.8333,31.05,SALISBURY|Unavailable|Unavailable|Low(39)",,Pycnonotus barbatus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/11/d/16,1,2
"Matuguinao, Samar Island",Philippines,,,12.183333,124.983333,yes,Low(42),Unavailable,"12,125,SAMAR ISLAND|Unavailable|Unavailable|Low(42),12.1446,124.8856,MATUGUINAO|Unavailable|Unavailable|Low(40),12.183333,124.983333,MATUGUINAO|Unavailable|Unavailable|Low(40),11.833333,125,SAMAR|Unavailable|Unavailable|Low(35),12,125,SAMAR|Unavailable|Unavailable|Low(35),12,125,SAMAR|Unavailable|Unavailable|Low(35),11.8333,125,SAMAR|Unavailable|Unavailable|Low(35)",,Hypsipetes philippinus,"UPLB Museum of Natural History, Philippines"," MNH 4092,  MNH 4104",2,4
Mayukwayukwa,Zambia,,,-14.541650772510113,24.214081405661084,no,,,,,Pycnonotus barbatus,Field1,1_NA_8591,1,2
Mayukwayukwa,Zambia,,,-14.541650772510113,24.214081405661084,no,,,,,Pycnonotus barbatus,Field1,"1_NA_8590, 1_NA_8592, 1_NA_8593, 1_NA_8594, 1_NA_8585, 1_NA_8586, 1_NA_8587, 1_NA_8588, 1_NA_8602",9,2
"Meilong County, Shanwei City, Guangdong",China,,,22.785785,115.374009,yes,Medium(59),,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002805, SYS0002788",2,3
"Meligan Range, Ulu Lanhon, 58.5 km SSE Sipitang",Malaysia,,,4.594151,115.751406,yes,High(83),Unavailable,"4.594151,115.751406,Distance SSE of SIPITANG|Unavailable|Unavailable|High(83),4.260815,115.867974,Distance SSE of SIPITANG|Unavailable|Unavailable|High(83),4.544117,115.73469,Distance SSE of SIPITANG|Unavailable|Unavailable|High(83)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science","181569, 181570, 181571",3,3
"Mendolong, approximatley 31 km SE Sipitang",Malaysia,,,4.916505,115.766198,yes,High(83),,"4.551865,115.865456,Distance SouthEast of SIPITANG|Unavailable|Unavailable|High(83),4.885198,115.748886,Distance SouthEast of SIPITANG|Unavailable|Unavailable|High(83),4.835165,115.732171,Distance SouthEast of SIPITANG|Unavailable|Unavailable|High(83)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science",176700,1,2
Mirador Moka,Equatorial Guinea,,,3.333333,8.666667,no,Low(34),unavailable,"3.333333,8.666667,MOKA|Unavailable|Unavailable|Low(34)",,Arizelocichla tephrolaema,"Louisiana State University, Museum of Natural Science","190028, 190029",2,2
Moka Research Station,Equatorial Guinea,,,3.358867,8.660906,yes,Low(34),,"3.333333,8.666667,MOKA|Unavailable|Unavailable|Low(34)",,Arizelocichla tephrolaema,"Louisiana State University, Museum of Natural Science","190027, 190031",2,2
"Mount Meru, E side",Tanzania,,,-3.247023,36.828897,yes,Low(40),Unavailable,"-3.233333,36.75,MOUNT MERU|Unavailable|Unavailable|Low(40),-3.216667,36.666667,MERU|Unavailable|Unavailable|Low(34),-3.233333,36.75,MERU|Unavailable|Unavailable|Low(34),-3.326734,36.900834,MERU|Unavailable|Unavailable|Low(34)",,Pycnonotus barbatus,University of Michigan Museum of Zoology,94957,1,3
"Mt Chitagal (12°35'48.1""S 35°15'09.5""E)",Mozambique,,,-12.596694,35.252639,no,Low(38),unavailable,"-12.595833,35.252222,CHITAGAL|Unavailable|Unavailable|Low(38)",,"Eurillas virens, Phyllastrephus cabanisi",Field1,"1_NA_4842, 1_NA_8082, 1_NA_8085",3,3
"Mt Sanga (12°22'57.4""S 35°20'03.1""E)",Mozambique,,,-12.382611,35.334194,no,Low(35),unavailable,"9.437856,-0.950314,SANGA|Unavailable|Unavailable|Low(35),6.430494,0.190272,SANGA|Unavailable|Unavailable|Low(35)",,Eurillas virens,Field1,"1_NA_4840, 1_NA_4841",2,3
"Mt Sanga (12°22'57.4""S 35°20'03.1""E)",Mozambique,,,-12.382611,35.334194,no,Low(35),unavailable,"-18.625278,35.326389,SANGA|Unavailable|Unavailable|Low(35),-18.833333,35.866667,SANGA|Unavailable|Unavailable|Low(35),-17.414167,34.38,SANGA|Unavailable|Unavailable|Low(35),-13.683333,35.066667,SANGA|Unavailable|Unavailable|Low(35),-12.384722,35.334167,SANGA|Unavailable|Unavailable|Low(35),-12.405278,35.4125,SANGA|Unavailable|Unavailable|Low(35),-12.302654,35.431903,SANGA|Unavailable|Unavailable|Low(35),-12.499722,35.427778,SANGA|Unavailable|Unavailable|Low(35),-13.1,35.316667,SANGA|Unavailable|Unavailable|Low(35)",,Phyllastrephus cabanisi,Field1,1_NA_8084,1,3
"Mt. Kanyi, Sipatung River, 3.3 km W of Kg Sebako, Sematan (logged good quality forest)",Malaysia,,,1.6833056997812768,109.65000839888337,no,Medium(40),unavailable,"1.8,109.736827,Distance West of %SEMATAN%|Unavailable|Unavailable|Medium(40),1.8333,109.703459,Distance West of %SEMATAN%|Unavailable|Unavailable|Medium(40)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","187857, 187860, 187861",3,3
"Mt. Kanyi, approximately 4 km W Kampung Sebako",Malaysia,,,1.6833056997812768,109.65000839888337,no,High(89),unavailable,"1.73638,109.701111,Distance West of KAMPUNG SEBAKO|Unavailable|Unavailable|High(89)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","187858, 187859",2,3
"Mt. Lucia, approximately 8 km N Tawau Hills Park headquarters",Malaysia,,,4.470886,117.938754,yes,High(91),Unavailable,"4.539001,117.9167,Distance North of TAWAU HILLS PARK|Unavailable|Unavailable|High(91),4.322102,117.8871,Distance North of TAWAU|Unavailable|Unavailable|High(80),4.339002,117.9,Distance North of TAWAU|Unavailable|Unavailable|High(80),4.655634,117.666667,Distance North of TAWAU|Unavailable|Unavailable|High(80)",,"Alophoixus phaeocephalus, Alophoixus ruficrissus","Louisiana State University, Museum of Natural Science","176707, 176701",2,3
Mt. Trus Madi,Malaysia,,,5.55,116.516667,no,High(90),unavailable,"5.55,116.516667,MOUNT TRUS MADI|Unavailable|Unavailable|High(90)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science","176702, 176703, 176704",3,3
"Mt. Trus Madi, 17 km ESE Tambunan",Malaysia,,,5.657856,116.542649,yes,High(83),Unavailable,"5.607856,116.559304,Distance ESE of TAMBUNAN|Unavailable|Unavailable|High(83),5.607856,116.509304,Distance ESE of TAMBUNAN|Unavailable|Unavailable|High(83),5.657856,116.542649,Distance ESE of TAMBUNAN|Unavailable|Unavailable|High(83),5.607889,116.509337,Distance ESE of TAMBUNAN|Unavailable|Unavailable|High(83)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science","165855, 165856",2,2
"Mulambalamba, Kivu, Zaïre",DRC,,,-3.35,28.75,no,Low(34),unavailable,"-2.5,28,KIVU|Unavailable|Unavailable|Low(34),-1.35,25.833333,MULAMBA|Unavailable|Unavailable|Low(24),-2.516667,27.166667,MULAMBA|Unavailable|Unavailable|Low(24),0.5,28.383333,MULAMBA|Unavailable|Unavailable|Low(24),-1.4,25.55,MULAMBA|Unavailable|Unavailable|Low(24),-3.583333,26.683333,MULAMBA|Unavailable|Unavailable|Low(24),-6.133333,22.65,MULAMBA|Unavailable|Unavailable|Low(24),-9.116667,23.666667,MULAMBA|Unavailable|Unavailable|Low(24),-2.716667,28.566667,MULAMBA|Unavailable|Unavailable|Low(24),-6.216667,24.333333,MULAMBA|Unavailable|Unavailable|Low(24),-6.866667,24.05,MULAMBA|Unavailable|Unavailable|Low(24),-6.983333,24.383333,MULAMBA|Unavailable|Unavailable|Low(24)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 70301,1,3
"Mulu National Park, Deer Cave",Malaysia,,,4.0247,114.8228,no,,,,,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","186212, 186213",2,2
"Mulu National Park, headquarters",Malaysia,,,4.042487,114.811771,yes,,,,,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science",186214,1,2
"Mwenga, Kivu, Zaïre",DRC,,,-3.038611,28.4325,yes,Low(36),Unavailable,"-10.695833,26.699722,MWENGA|Unavailable|Unavailable|Low(36),-3.038611,28.4325,MWENGA|Unavailable|Unavailable|Low(36),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 71069, RBINS 71070",2,2
"Nakhon Nayok Province, Nakhon Nayok",Thailand,,,14.204631,101.212948,yes,Low(51),Unavailable,"14.1667,101.1,NAKHON NAYOK PROVINCE|Unavailable|Unavailable|Low(51),14.1667,101.1,NAKHON NAYOK|Unavailable|Unavailable|Low(42),14.204631,101.212948,NAKHON NAYOK|Unavailable|Unavailable|Low(42),14.166667,101.1,NAKHON NAYOK|Unavailable|Unavailable|Low(42),14.25,101.2,NAKHON NAYOK|Unavailable|Unavailable|Low(42),14.2773,101.233794,NAKHON NAYOK|Unavailable|Unavailable|Low(42),8.391017,99.822028,NAKHON|Unavailable|Unavailable|Low(36),14.204631,101.212948,NAYOK|Unavailable|Unavailable|Low(35)",,Iole propinqua,ANSP,112596,1,2
NULL,Equatorial Guinea,,,,,no,,,,,Eurillas latirostris,Field1,"1_NA_4651, 1_NA_4649, 1_NA_4259, 1_NA_4550",4,NA
NULL,Ghana,,,,,no,,,,,Eurillas latirostris,Field1,"1_NA_4547, 1_NA_4548, 1_NA_4564",3,NA
