COMMON_NAME,area_square_miles
Rufous-fronted Wood-Quail,63334.23457
Marbled Wood-Quail,2909697.124
Chestnut Wood-Quail,23354.93408
Black-breasted Wood-Quail,3661.010118
Black-eared Wood-Quail,49433.31921
Rufous-breasted Wood-Quail,164425.7368
Starred Wood-Quail,665620.6899
Gorgeted Wood-Quail,1475.581919
Gray-mantled Wren,60020.32705
Tooth-billed Wren,404557.9326
Gray-headed Silverbill,166320.5532
Spectacled Longbill,215224.6167
Pygmy Longbill,229937.0533
Namaqua Dove,3815023.433
Hume's Wheatear,528199.7473
Red-breasted Wheatear,45040.26074
Desert Wheatear,247324.0155
Finsch's Wheatear,378278.0575
White-crowned Wheatear,2084266.358
Black Wheatear,497413.0654
Mourning Wheatear,696451.7325
Red-rumped Wheatear,356461.7411
Hooded Wheatear,365003.2785
Somali Wheatear,215318.3941
Capped Wheatear,2315622.522
Yellow-eared Parrot,198.2810549
Lunulated Antbird,114747.4538
White-throated Antbird,523217.3896
White-billed Starling,62836.6807
Somali Starling,109086.1307
Socotra Starling,1398.611304
Chestnut-winged Starling,914147.275
Red-winged Starling,1413331.42
Pale-winged Starling,379963.9437
Neumann's Starling,180562.1935
Bristle-crowned Starling,249686.7465
Slender-billed Starling,156632.3289
Tristram's Starling,217958.7674
Waller's Starling,119010.5472
Sooty Tern,11.00766066
Gray-backed Tern,14456.90527
Royal Flycatcher,2306456.317
Himalayan Quail,80.7194254
Hoatzin,2918872.099
Mountain Avocetbill,10421.86744
Brown Tanager,63137.33669
Tit Berrypecker,24069.5981
Crested Bellbird,1914268.067
Rwenzori Apalis,26714.03153
Akikiki,33.0501874
Bearded Mountaineer,13983.67946
Roberts's Warbler,3750.124414
Tawny-throated Dotterel,507909.5867
Bolivian Blackbird,29885.0068
Plum-faced Lorikeet,41702.03044
Orange-cheeked Honeyeater,8611.681147
Mountain Quail,133616.0867
Fernwren,39521.13852
Mountain Firetail,19755.01267
Wedge-tailed Hillstar,19554.9862
Ecuadorian Hillstar,14244.98427
Andean Hillstar,230037.4963
White-sided Hillstar,156002.9482
Black-breasted Hillstar,21365.51719
Rockwarbler,21993.52108
Bernier's Vanga,7002.271866
White-lored Oriole,8564.738104
African Golden Oriole,1784809.438
Buru Oriole,1804.82339
Western Black-headed Oriole,1019517.067
Black-naped Oriole,576317.3512
Green-headed Oriole,23605.63455
Sao Tome Oriole,185.9802321
Black-and-crimson Oriole,9815.550372
Tanimbar Oriole,1076.739515
Green Oriole,206602.5356
Seram Oriole,5791.979998
Black Oriole,7885.631083
Isabela Oriole,417.7358393
Indian Golden Oriole,349736.4826
African Black-headed Oriole,2348041.784
Timor Oriole,11591.95762
Ethiopian Black-headed Oriole,130171.5748
Black-winged Oriole,791789.5905
Black-tailed Oriole,63370.03253
Halmahera Oriole,6991.85643
Olive-backed Oriole,1317145.123
Philippine Oriole,54083.62579
Brown Oriole,262690.5909
Slender-billed Oriole,270274.4662
Maroon Oriole,636044.3281
Dark-throated Oriole,448605.0852
Black-hooded Oriole,1665460.708
Striped Sparrow,113918.0212
White-lored Tyrannulet,2587328.434
Yellow-bellied Tyrannulet,99289.15796
Piping Bellbird,59049.56867
Andean Swallow,195394.8693
Pale-footed Swallow,49364.20448
Brown-bellied Swallow,164348.4291
East Brazilian Chachalaca,135029.1857
Chaco Chachalaca,452435.0731
Gray-headed Chachalaca,91248.77029
Colombian Chachalaca,45225.26889
Rufous-headed Chachalaca,28789.80944
Chestnut-winged Chachalaca,42358.30977
Speckled Chachalaca,1273482.356
White-bellied Chachalaca,22161.55385
West Mexican Chachalaca,77247.95218
Rufous-vented Chachalaca,183038.1172
Scaled Chachalaca,112351.2001
Buff-browed Chachalaca,149403.8416
Plain Chachalaca,232905.6181
Rufous-bellied Chachalaca,44039.16316
Olive-green Tanager,47092.09094
Papuan Logrunner,25246.64914
Chowchilla,9048.952437
Australian Logrunner,64304.35578
Red-bellied Macaw,2760122.681
Antillean Crested Hummingbird,2986.988874
Dark-necked Tailorbird,1062777.543
Visayan Tailorbird,12782.24567
Cambodian Tailorbird,1900.591672
Green-backed Tailorbird,34582.37825
White-eared Tailorbird,7973.113634
Gray-backed Tailorbird,23318.21585
Rufous-fronted Tailorbird,46544.99575
White-browed Tailorbird,9444.654426
Ashy Tailorbird,342610.2853
Yellow-breasted Tailorbird,7064.415303
Olive-backed Tailorbird,54158.91675
Rufous-tailed Tailorbird,412549.3206
Common Tailorbird,2644766.854
Black-faced Quailfinch,1249781.818
Quail-plover,1139368.153
Pheasant Pigeon,100435.7882
Great Bustard,189809.0575
Chinese Thrush,418084.4906
Flores Scops-Owl,192.4238034
Nicobar Scops-Owl,385.4450442
Indian Scops-Owl,1138165.621
Biak Scops-Owl,974.6218101
Rajah Scops-Owl,14997.48227
Pallid Scops-Owl,54442.05542
Anjouan Scops-Owl,104.9028779
Sangihe Scops-Owl,214.8769445
Ryukyu Scops-Owl,1549.959303
Enggano Scops-Owl,154.7505157
Everett's Scops-Owl,46166.80388
Palawan Scops-Owl,3323.161763
Giant Scops-Owl,41736.64087
Sao Tome Scops-Owl,150.1825212
Sandy Scops-Owl,258995.7597
Seychelles Scops-Owl,14.81685399
Sokoke Scops-Owl,245.0908052
Rinjani Scops-Owl,818.9500902
Sunda Scops-Owl,574044.5339
Collared Scops-Owl,1623383.357
Luzon Scops-Owl,7654.902763
Moluccan Scops-Owl,32497.15135
Sulawesi Scops-Owl,68739.13829
Mantanani Scops-Owl,713.9083077
Mayotte Scops-Owl,143.2324349
Philippine Scops-Owl,41073.44629
Mentawai Scops-Owl,2362.883039
Mindoro Scops-Owl,370.3642766
Mindanao Scops-Owl,640.2013104
Moheli Scops-Owl,80.01362136
Negros Scops-Owl,9402.244085
Arabian Scops-Owl,78593.38176
Comoro Scops-Owl,67.31361761
Pemba Scops-Owl,374.6876758
Reddish Scops-Owl,342570.053
Malagasy Scops-Owl,228122.0376
White-fronted Scops-Owl,57294.70935
Eurasian Scops-Owl,96532.4265
Japanese Scops-Owl,765291.5339
African Scops-Owl,5206821.578
Wallace's Scops-Owl,10916.87351
Socotra Scops-Owl,1398.611304
Mountain Scops-Owl,1293544.844
Oriental Scops-Owl,1654836.234
Simeulue Scops-Owl,599.3791225
White-throated Oxylabes,66694.49298
Blue-bearded Helmetcrest,1093.548347
Green-bearded Helmetcrest,7603.736756
White-bearded Helmetcrest,3336.877864
Sharpbill,722797.6648
Blue-billed Duck,210233.681
Andean Duck,806913.6493
Ruddy Duck,874024.8004
White-headed Duck,251996.8036
Maccoa Duck,865909.8184
Lake Duck,767100.3905
Goldenface,66065.80879
Green-backed Whistler,40306.68616
Wallacean Whistler,2116.134508
Golden-backed Whistler,21811.55239
New Caledonian Whistler,6383.49892
Mangrove Whistler,415838.9378
Rennell Whistler,260.8284499
Samoan Whistler,1110.869786
Rusty-breasted Whistler,30083.75378
Drab Whistler,16880.52817
White-vented Whistler,48323.00816
Rusty Whistler,39908.25268
Bornean Whistler,32534.56259
Guadalcanal Hooded Whistler,100.4787504
Gilbert's Whistler,615312.8801
Tongan Whistler,54.11759992
White-breasted Whistler,98725.33819
White-bellied Whistler,1538.300144
Lorentz's Whistler,18327.97555
Black-tailed Whistler,202409.9448
Black-chinned Whistler,9442.852802
Vogelkop Whistler,3342.808612
Brown-backed Whistler,26311.54588
Black-headed Whistler,12815.01813
Bare-throated Whistler,7754.461265
Olive Whistler,115196.4529
Oriole Whistler,14095.44746
Fawn-breasted Whistler,8459.157124
Island Whistler,3713.050471
Yellow-bellied Whistler,74618.64954
Bougainville Hooded Whistler,228.2009972
Rufous Whistler,2790500.289
Red-lored Whistler,39515.97007
Regent Whistler,51205.49887
Gray Whistler,35984.94013
Sclater's Whistler,85687.38527
Sulphur-bellied Whistler,19101.55478
Morningbird,176.3197412
Fiji Whistler,7046.713457
Green-backed Robin,20857.81266
White-eyed Robin,71295.53326
Thick-billed Cuckoo,1701884.527
Slender-billed Prion,21723205.23
Fulmar Prion,2694314.661
Antarctic Prion,32487248.68
Salvin's Prion,11425711.54
Fairy Prion,8153443.568
Broad-billed Prion,19614433.17
Rose-throated Becard,450621.375
Chestnut-crowned Becard,2234890.939
Gray-collared Becard,146114.9895
Black-capped Becard,2449788.195
Pink-throated Becard,2662542.324
Jamaican Becard,4255.517775
White-winged Becard,5380391.466
Cinereous Becard,1542223.563
Slaty Becard,15695.77203
Glossy-backed Becard,273141.838
Crested Becard,2341055.606
Green-backed Becard,1914937.488
Lesser Greenlet,330672.9966
Dusky-capped Greenlet,1521457.224
Buff-cheeked Greenlet,921516.3663
Rufous-naped Greenlet,16288.63362
Snow Petrel,13894984.47
Ivory Gull,6524139.899
Akohekohe,22.33445275
Locustfinch,282317.4759
Osprey,2046003.11
Fiery-throated Hummingbird,3193.655854
Bearded Reedling,4513165.745
Lesser Swallow-tailed Swift,3300395.921
Great Swallow-tailed Swift,141665.8285
Abbott's Booby,261607.1646
White-rumped Hawk,459169.1872
Harris's Hawk,3480924.846
Short-tailed Paradigalla,35411.18288
Long-tailed Paradigalla,1281.611671
Greater Bird-of-Paradise,38325.05663
Goldie's Bird-of-Paradise,322.1844616
Emperor Bird-of-Paradise,4143.164844
Lesser Bird-of-Paradise,105602.1498
Raggiana Bird-of-Paradise,77384.05894
Red Bird-of-Paradise,1497.081405
Black-breasted Parrotbill,14283.32762
Spot-breasted Parrotbill,544360.8663
Reed Parrotbill,174663.4501
Crested Berrypecker,16800.57284
Spotted Pardalote,838151.4531
Forty-spotted Pardalote,182.995955
Red-browed Pardalote,2004253.215
Striated Pardalote,1241594.535
Spotted Rail,2913792.39
Blackish Rail,1256683.485
Plumbeous Rail,1768303.479
Yellow-shouldered Grosbeak,745067.7128
Jameson's Antpecker,141198.2479
Red-fronted Antpecker,37645.82598
Woodhouse's Antpecker,276502.3657
Crimson-fronted Cardinal,41443.36815
Yellow-billed Cardinal,587781.8194
Red-crested Cardinal,923057.5356
Red-cowled Cardinal,468248.4336
Red-capped Cardinal,1717504.363
Masked Cardinal,177650.2047
Abyssinian Catbird,30477.06967
Maui Alauahio,98.50363388
Bronze Parotia,300.9150118
Carola's Parotia,8921.941212
Lawes's Parotia,37180.56612
Western Parotia,2783.545103
Wahnes's Parotia,1644.930257
Great Tit,12578372.31
Green-backed Tit,650433.1158
Saxaul Sparrow,502825.2796
Somali Sparrow,275160.9436
Russet Sparrow,1178040.127
Kordofan Rufous Sparrow,55439.38115
Southern Gray-headed Sparrow,1299275.071
House Sparrow,13282617.6
Chestnut Sparrow,212073.788
Arabian Golden Sparrow,63252.64314
Plain-backed Sparrow,509604.2663
Parrot-billed Sparrow,434476.9926
Northern Gray-headed Sparrow,4059279.74
Abd al Kuri Sparrow,50.78884257
Spanish Sparrow,942032.0548
Cape Verde Sparrow,1384.260372
Socotra Sparrow,1417.545568
Italian Sparrow,120606.7848
Sudan Golden Sparrow,1109681.43
Cape Sparrow,681606.243
Dead Sea Sparrow,65408.72493
Eurasian Tree Sparrow,14574126.19
Great Rufous Sparrow,636501.3059
Sind Sparrow,202655.1046
Kenya Rufous Sparrow,34795.54324
Shelley's Rufous Sparrow,77709.20348
Desert Sparrow,254897.4325
Swahili Sparrow,109135.7764
Swainson's Sparrow,290387.6849
Savannah Sparrow,242675.3817
Blue Grosbeak,190877.6611
Orange-breasted Bunting,54296.59727
Rose-bellied Bunting,2694.901861
Varied Bunting,197012.93
Chilean Pigeon,111670.2404
Ring-tailed Pigeon,2743.602575
Band-tailed Pigeon,588712.55
Dusky Pigeon,33601.23702
Plain Pigeon,19666.96058
White-crowned Pigeon,92266.90717
Spot-winged Pigeon,1412761.895
Short-billed Pigeon,136088.237
Picazuro Pigeon,2250676.805
Plumbeous Pigeon,2534674.313
Giant Hummingbird,427551.4995
Sira Curassow,152.5144824
Helmeted Curassow,15491.38423
Horned Curassow,3272.633932
Indian Peafowl,1095741.347
Plains-wanderer,12597.94277
White-faced Storm-Petrel,40453966.86
Brown-winged Kingfisher,48766.47646
Stork-billed Kingfisher,1966012.799
Great-billed Kingfisher,64878.37125
Peruvian Diving-Petrel,181217.0327
South Georgia Diving-Petrel,3366518.38
Magellanic Diving-Petrel,397689.3535
Common Diving-Petrel,8385859.062
Australian Pelican,2072781.278
Dalmatian Pelican,30926.1343
American White Pelican,10263.47656
Brown Pelican,704147.628
Great White Pelican,148812.8855
Spot-billed Pelican,533094.3689
Pink-backed Pelican,5459975.535
Peruvian Pelican,141771.8604
White-throated Francolin,426597.0876
Coqui Francolin,1613951.888
Latham's Francolin,1025222.927
Schlegel's Francolin,213595.4914
Spot-throated Babbler,178206.3295
Black-capped Babbler,46970.86712
Brown-capped Babbler,20571.69611
Marsh Babbler,24207.11554
Puff-throated Babbler,789401.2015
Inland Dotterel,251664.2584
Lowland Peltops,204331.2741
Mountain Peltops,125134.9029
Band-tailed Guan,34264.95621
Red-faced Guan,12318.3136
Spix's Guan,1933337.1
White-browed Guan,238453.0971
Marail Guan,470257.5029
Andean Guan,142323.0442
Dusky-legged Guan,391032.0595
Chestnut-bellied Guan,11951.2454
Cauca Guan,41.56812647
White-crested Guan,404098.9047
Crested Guan,490125.667
Rusty-margined Guan,2167720.366
Mindanao Hornbill,45432.24462
Luzon Hornbill,40409.61286
Mindoro Hornbill,389.5069687
Highland Guan,39865.62028
White-rumped Robin,19931.06902
Smoky Robin,17606.95287
Blue-gray Robin,64812.62738
White-winged Robin,29898.45145
Allpahuayo Antbird,3404.293347
Black-headed Antbird,439932.4795
Rock Bush-Quail,456704.1443
Jungle Bush-Quail,843771.6654
Painted Bush-Quail,194134.8772
Manipur Bush-Quail,19521.43761
Daurian Partridge,2942128.598
Tibetan Partridge,386479.8285
Gray Partridge,3873713.045
Short-billed Minivet,933128.0457
Small Minivet,1850743.351
Ashy Minivet,1748.710428
White-bellied Minivet,606733.7495
Long-tailed Minivet,327420.9776
Orange Minivet,2451510.291
Fiery Minivet,488918.5462
Flores Minivet,11591.17559
Sunda Minivet,59925.16557
Rosy Minivet,388447.4825
Gray-chinned Minivet,1120541.661
Ryukyu Minivet,22430.01412
Coal Tit,7331064.703
Rufous-vented Tit,366774.362
Black-breasted Tit,204858.5649
Siberian Jay,4571478.706
Sichuan Jay,55344.93479
Capuchinbird,639065.9355
Barred Honey-buzzard,60107.91806
Oriental Honey-buzzard,2716717.302
Fairy Martin,2073092.126
Streak-throated Swallow,883310.514
Forest Swallow,118494.3332
Cave Swallow,233327.102
Tree Martin,2421571.509
Preuss's Swallow,859505.0131
Red-throated Swallow,427972.9572
Chestnut-collared Swallow,42406.31476
Snow Mountain Robin,1041.942304
New Zealand Robin,16607.25491
Subalpine Robin,6256.129971
Scarlet Robin,78110.5853
Red-capped Robin,2529545.779
Tomtit,78566.13134
Pacific Robin,14.6397104
Flame Robin,26275.21272
Pink Robin,26277.02418
Chatham Robin,1.506111798
Rock Sparrow,3011935.633
White-quilled Rock-Pigeon,91011.50068
Chestnut-quilled Rock-Pigeon,21297.226
Bachman's Sparrow,222936.2594
Botteri's Sparrow,385450.4009
Rufous-winged Sparrow,67947.4767
Cassin's Sparrow,531765.0071
Black-chested Sparrow,32398.69154
Bridled Sparrow,20308.22204
Cinnamon-tailed Sparrow,2467.865254
Night Parrot,17944.80824
Ground Parrot,75432.71084
Orange-eyed Thornbird,152343.6712
Orange-breasted Thornbird,226307.7514
Spot-breasted Thornbird,46171.63139
Greater Thornbird,1068038.521
Rufous-fronted Thornbird,1078483.986
Little Thornbird,444038.5457
Streak-fronted Thornbird,117672.8502
Freckle-breasted Thornbird,251420.2084
Chestnut-breasted Malkoha,470077.3089
Black-bellied Malkoha,484572.5809
Red-faced Malkoha,14115.52552
Chestnut-bellied Malkoha,494571.5801
Green-billed Malkoha,1688540.41
Blue-faced Malkoha,303454.1819
Black-crowned Palm-Tanager,25844.45188
Gray-crowned Palm-Tanager,3578.694899
Ocellated Antbird,98209.99658
Mouse-colored Tyrannulet,4176757.176
Tapajos Hermit,68692.04324
Black-throated Hermit,320130.3958
Sooty-capped Hermit,215385.5663
Straight-billed Hermit,1057521.038
Scale-throated Hermit,360712.8372
Gray-chinned Hermit,140206.7763
Green Hermit,214347.5517
White-bearded Hermit,1547676.859
Minute Hermit,59832.26911
Koepcke's Hermit,43454.62687
Long-billed Hermit,206023.8918
Little Hermit,108775.2883
Great-billed Hermit,1463465.166
Mexican Hermit,35184.08752
Cinnamon-throated Hermit,304578.2682
Needle-billed Hermit,616411.5197
Planalto Hermit,1442704.888
Reddish Hermit,3756419.173
Streak-throated Hermit,220082.2559
Dusky-throated Hermit,105165.6222
White-browed Hermit,57110.77971
Buff-bellied Hermit,130674.1952
Long-tailed Hermit,989430.0507
Tawny-bellied Hermit,61636.43005
White-whiskered Hermit,46305.62958
Phainopepla,378760.4257
Cape Cormorant,56062.0319
Great Cormorant,6699115.615
Pitt Island Shag,4604.277385
Indian Cormorant,458521.2396
Socotra Cormorant,66295.64445
Spotted Shag,32882.79905
Little Black Cormorant,938749.2291
Pied Cormorant,1690824.755
Common Poorwill,483639.8254
White-throated Caracara,131729.2237
Striated Caracara,9193.96286
Carunculated Caracara,17357.52238
Mountain Caracara,390460.3182
Amethyst Brown-Dove,87946.67864
Tawitawi Brown-Dove,239.9799207
White-eared Brown-Dove,45691.96027
Common Bronzewing,2273939.063
Brush Bronzewing,268171.8559
Flock Bronzewing,1441737.724
Crested Quetzal,164903.4746
White-tipped Quetzal,8441.189462
Resplendent Quetzal,57566.56258
Pavonine Quetzal,1452024.845
Ring-necked Pheasant,2867459.196
Mascarene Martin,229827.7795
Diademed Sandpiper-Plover,294201.9133
White-bearded Flycatcher,107346.6101
Black-backed Grosbeak,312748.0019
Golden Grosbeak,207402.0461
Yellow Grosbeak,108104.7039
Black-headed Grosbeak,189422.1491
Black-thighed Grosbeak,7569.74059
Black-throated Wren,13345.96085
Coraya Wren,1471444.191
Inca Wren,6937.33849
Plain-tailed Wren,19407.95944
Black-bellied Wren,101490.8168
Happy Wren,114443.5634
Moustached Wren,2442828.158
Spot-breasted Wren,233238.9354
Whiskered Wren,104778.3336
Speckle-breasted Wren,6027.642164
Sooty-headed Wren,19721.51806
Swallow-tailed Cotinga,371929.8467
Collared Lory,7000.6947
White-naped Friarbird,728.9210165
Silver-crowned Friarbird,341991.8414
Brass's Friarbird,3812.929586
Helmeted Friarbird,421696.9871
Little Friarbird,1220483.867
New Britain Friarbird,13642.94001
Noisy Friarbird,678809.4084
New Caledonian Friarbird,6880.348595
New Ireland Friarbird,662.0605827
Dusky Friarbird,881.8799409
Timor Friarbird,11119.33141
Gray Friarbird,206.1991812
Meyer's Friarbird,180023.5343
Black-faced Friarbird,3265.085178
Seram Friarbird,6592.342087
Rufous-winged Philentoma,472619.8501
Maroon-breasted Philentoma,444466.6331
Velvet Asity,17890.73799
Schlegel's Asity,29200.60882
North Island Saddleback,1.797659255
Sociable Weaver,254191.3968
Banded Quail,35073.76444
Black-capped Foliage-gleaner,436207.3052
Rufous-rumped Foliage-gleaner,2092059.511
Chestnut-winged Foliage-gleaner,1165581.556
Slaty-winged Foliage-gleaner,43032.36982
Alagoas Foliage-gleaner,13.85416204
Cinnamon-rumped Foliage-gleaner,2265656.042
Buff-fronted Foliage-gleaner,844665.3476
Bare-faced Ibis,2542669.566
Pale-faced Bare-eye,90526.43879
Reddish-winged Bare-eye,808173.5083
Black-spotted Bare-eye,1501044.327
Wren-like Rushbird,1360145.185
