Catalog #,Tissue #,Family - Full Name,Preparator #,Genus - Full Name,Species - Full Name,Country - Full Name,State - Full Name,County - Full Name,Locality,DecimalLatitude,DecimalLongitude,Collection Date,Preparations,Collection Object - Remarks,Collector (orig),Collectors - Last Name,Collectors - First Name,Collectors - Middle Initial,Specimen Attribute - Age,Age Category,Specimen Attribute - Bursa,Specimen Attribute - Fat,Specimen Attribute - Gonads,Specimen Attribute - Molt,Specimen Attribute - Sex,Skull Oss.
99719,13607,Pycnonotidae,RLB 1020,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/29/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1663,netted,,,,,,no,moderate,"ovary mass 8 x 4 mm, lg. ovum 2 mm",none,f,100%
99720,13649,Pycnonotidae,RLB 1039,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/31/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1724,netted,,,,,,no,moderate,testes 3 mm,none,m,100%
99721,13672,Pycnonotidae,RLB 1049,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/01/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1756,netted,,,,,,no,empty,testes < 1 mm,none,m,100%
99722,13700,Pycnonotidae,RLB 1061,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/02/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1797,netted,,,,,,no,moderate,"ovary mass 3 x 2 mm, ova < 1 mm",none,f,100%
99723,13704,Pycnonotidae,SEB 600,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/02/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1800,netted,,,,,,,light,"ovary mass 5 x 5 mm, granular",none,f,100%
99724,13711,Pycnonotidae,RLB 1065,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1816,netted,,,,,,no,light,testes 1.5 x 1 mm,none,m,100%
99725,13708,Pycnonotidae,AN 738,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1811,netted,,,,,,no,light,"ovary mass 5 x 3 mm, smooth",none,f,100%
99726,13709,Pycnonotidae,AN 739,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1817,netted,,,,,,no,light,testes 2 x 1 mm,none,m,100%
99727,13749,Pycnonotidae,RLB 1083,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1864,netted,,,,,,no,moderate,testes 4 x 2 mm,none,m,100%
99728,13742,Pycnonotidae,RLB 1079,Pycnonotus,sinensis,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1859,netted,,,,,,no,moderate,"ovary mass 5 x 3 mm, ova < 1 mm",none,f,100%
99729,13706,Pycnonotidae,AN 737,Pycnonotus,sinensis,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1804,netted,,,,,,no,moderate,"ovary mass 7 x 5 mm, granular",light body & on neck,f,100%
99730,13715,Pycnonotidae,AN 741,Pycnonotus,sinensis,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1828,netted,,,,,,no,light,"ovary mass 6 x 4 mm, granular",none,f,100%
99731,,Pycnonotidae,AN 705,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/31/2007,Skin - 1,reeds along paddies; parasite # 1723,netted,,,,,,no,light,"testes 5 x 3 mm, gray",isolated body,m,100%
99732,13691,Pycnonotidae,AN 730,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/02/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1775,netted,,,,,,no,light,"testes 6 x 3 mm, gray",none,m,100%
99733,13752,Pycnonotidae,AN 761,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1873,netted,,,,,,no,moderate,"ovary mass 4 x 3 mm, granular",none,f,100%
99734,13747,Pycnonotidae,RLB 1081,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1865,netted,,,,,,no,light,"testes 4 x 3 mm, dark",none,m,100%
99735,13713,Pycnonotidae,RLB 1067,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1805,netted,,,,,,no,light,"ovary mass 5 x 3 m, ova < 1 mm",none,f,100%
99736,13707,Pycnonotidae,RLB 1063,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1806,netted,,,,,,no,moderate,"ovary mass 10 x 5 mm, lg. ovum 1.5 mm",none,f,100%
99737,13728,Pycnonotidae,SEB 601,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/03/07,Skin - 1; Tissue - 100,reeds along paddies; parasite # 1834,netted,,,,,,,light,testes 3 x 3 mm,none,m,100%
99738,13827,Pycnonotidae,RLB 1113,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/10/07,Skin - 1; Tissue - 100,secondary forest; parasite # 2022,netted,,,,,,no,light,testes 8 x 4 mm,none,m,100%
99739,13695,Pycnonotidae,RLB 1057,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/02/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1780,netted,,,,,,no,heavy,testes 3 x 2 mm,none,m,100%
99740,13815,Pycnonotidae,AN 793,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/09/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1988,netted,,,,,,no,light,"testes 11 x 7 mm, sem. Vesicles enlarged",none,m,100%
99741,13599,Pycnonotidae,RLB 1017,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/28/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1646,netted,,,,,,no,heavy,"ovary mass 10 x 4 mm, lg. ova 1 mm",none,f,100%
99742,13647,Pycnonotidae,RLB 1038,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/31/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1714,netted,,,,,,no,moderate,"ovary mass 8 x 4 mm, lg. ovum 1.5 mm",none,f,100%
99743,13648,Pycnonotidae,AN 704,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/31/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1720,netted,,,,,,no,light,"ovary mass 9 x 5 mm, granular, lg. ovum 0.5 mm",none,f,100%
99744,13758,Pycnonotidae,RLB 1086,Ixos,mcclellandii,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skin - 1; Tissue - 100,secondary forest; parasite # 1882,netted,,,,,,no,moderate,"ovary mass 6 x 4 mm, ova < 1 mm",none,f,100%
99745,13885,Pycnonotidae,RLB 1142,Hypsipetes,leucocephalus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/14/2007,Skin - 1; Skeleton - 1; Tissue - 100,secondary forest; parasite # 2145,netted,,,,,,no,moderate,"testes 10 x 7 mm, sem. Vesicles enlarged",none,m,100%
99949,13669,Pycnonotidae,AN 716,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/01/07,Skeleton - 1; Tissue - 100,secondary forest; parasite # 1754,netted,,,,,,no,light,testes 5 x 2 mm,none,m,100%
99954,13750,Pycnonotidae,AN 759,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/05/07,Skeleton - 1; Tissue - 100,secondary forest; parasite # 1868,netted,,,,,,no,light,"ovary mass 6 x 4 mm, granular",none,f,100%
99961,13814,Pycnonotidae,AN 792,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,04/09/07,Skeleton - 1; Tissue - 100,secondary forest; parasite # 1989,netted,,,,,,no,heavy,testes 4 x 3 mm,heavy on back; left 2 outer rectrices,m,100%
100422,,Pycnonotidae,MCT 2361,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, 73 km N",,,05/10/62,Skin - 1,,"Thompson, Max C.",Thompson,M.,C.,,,,light,TESTES ENLARGED,,M,
101215,,Pycnonotidae,RSC 1513,Pycnonotus,cafer,Samoa,,,"above Apia, UPOLU ISLAND",,,08/01/66,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,Adult,,,moderate,TESTES 3 X 2 MM,,M,
104133,,Pycnonotidae,LNH 1521,Pycnonotus,cafer,American Samoa,,,Pago PagoTUTUILA ISLAND,,,08/30/1966,Skin - 1,,"HUBER, LAWRENCE N.",Huber,Lawrence,N.,,,,light,"OVARY 6 X 4 MM, OVA GRANULAR, OVIDUCT USED IN PAST",,F,100%
104134,,Pycnonotidae,RSC 3188,Pycnonotus,cafer,Samoa,,,"3 mi SW Apia, UPOLU ISLAND",,,04/13/1969,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,Adult,,,none,TESTES 1.5 X 1 MM,HEAVY FLIGHT AND CONTOUR MOLT,M,
104135,,Pycnonotidae,RSC 4236,Pycnonotus,cafer,Samoa,,,"Apia, UPOLU ISLAND",,,06/24/1971,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,,,,none,TESTES 3 X 2 MM,,M,100%
104136,,Pycnonotidae,RSC 1512,Pycnonotus,cafer,Samoa,,,"above Apia, UPOLU ISLAND",,,08/01/66,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,Adult,,,light,TESTES 3 X 2 MM,,M,
104137,,Pycnonotidae,RSC 1514,Pycnonotus,cafer,Samoa,,,UPOLU ISLAND,,,08/01/66,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,Immature,,,moderate,TESTES 3 X 2 MM,,M,
104138,,Pycnonotidae,RSC 1719,Pycnonotus,cafer,Fiji Islands,,,"City of Suva, Viti Levu",,,02/10/67,Skin - 1,,"Crossin, Richard S.",Crossin,R.,S.,,,,light,TESTES 4 X 3 MM,,M,
107015,,Pycnonotidae,,Pycnonotus,xanthopygos,Lebanon,,,"Beirut, AUB Campus",,,06/21/1968,Skin - 1,,"ATALLAH, SANA",Atallah,S.,,,,,,TESTES 8 X 7 MM,,M,
107647,,Pycnonotidae,RSC 1515,Pycnonotus,cafer,Samoa,,,UPOLU ISLAND,,,08/01/66,Skin - 1,,"Bulmer, W.",Bulmer,W.,,,,,light,TESTES 2 X 1.5 MM,LIGHT THROAT MOLT,M,
109179,,Pycnonotidae,,Pycnonotus,barbatus,Tanzania,,,Loliondo,,,07/12/70,Skin - 1,,,,,,,,,,ovary not enlarged,,F,
109180,,Pycnonotidae,5370,Pycnonotus,barbatus,South Africa,Transvaal,,7 mi. E Pretoria,,,08/18/1967,Skin - 1,,"Mumford, R. E.",Mumford,R.,E.,,,,,ovary small,,F,
109181,,Pycnonotidae,,Pycnonotus,barbatus,Tanzania,,,Loliondo,,,07/12/70,Skin - 1,,,,,,,,,,ovary not enlarged,,F,
109182,,Pycnonotidae,,Pycnonotus,barbatus,,,,"Kyanguli Area, Kalama Location, Machakos District",,,12/15/1972,Skin - 1,Hard Way Expedition,,,,,,,,,ovary enlarged,,F,
109183,,Pycnonotidae,,Pycnonotus,barbatus,,,,"Kyanguli Area, Kalama Location, Machakos District",,,11/30/1972,Skin - 1,Hard Way Expedition,,,,,,,,,ovary enlarged,,F,
110301,12785,Pycnonotidae,RGM 954,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/29/2007,Skeleton - 1; Tissue - 100,,netted,,,,,,4 x 3 mm,trace,"ovary mass 5 x 4 mm, granular, oviduct < 1 mm, straight",none,f,90%
110303,12806,Pycnonotidae,RGM 975,Pycnonotus,plumosus,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/30/2007,Skeleton - 1; Tissue - 100,,netted,,,,,,no,trace,testes 7 x 5 mm,body,m,100%
110307,13602,Pycnonotidae,RLB 1018,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,03/28/2007,Skeleton - 1; Tissue - 100,edge of rice paddies; parasite # 1656,netted,,,,,,no,light,testes 3 x 1.5 mm,one side of tail,m,100%
110309,13655,Pycnonotidae,RLB 1041,Ixos,mcclellandii,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,03/31/2007,Skeleton - 1; Tissue - 100, parasite # 1737,netted,,,,,,no,moderate,testes 7 x 3 mm,none,m,100%
110311,13675,Pycnonotidae,RLB 1050,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/01/07,Skeleton - 1; Tissue - 100, parasite # 1759,netted,,,,,,,light,"ovary mass 5 x 3 mm, ova 1 mm",none,f,100%
110314,13712,Pycnonotidae,RLB 1066,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/03/07,Skeleton - 1; Tissue - 100,parasite # 1820,netted,,,,,,no,light,testes 2 x 1 mm,none,m,100%
110322,12585,Pycnonotidae,REF 25,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Municipality Paluan, Barangay Harrison, Sitio Ulasan",,,03/01/07,Skeleton - 1; Tissue - 100,,netted,,,,,,,light,ovary mass 10 x 5 mm,none,f,90%
110323,12586,Pycnonotidae,REF 26,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Municipality Paluan, Barangay Harrison, Sitio Ulasan",,,03/01/07,Skeleton - 1; Tissue - 100,,netted,,,,,,,light,testes 5 x 3 mm,none,m,70%
110325,13659,Pycnonotidae,AN 709,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,03/31/2007,Skeleton - 1; Tissue - 100,in second growth forest; parasite # 1738,netted,,,,,,no,light,testes 3 x 2 mm,none,m,100%
110328,13591,Pycnonotidae,AN 672,Ixos,mcclellandii,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,03/28/2007,Skeleton - 1; Tissue - 100,in second growth forest; parasite # 1634,netted,,,,,,no,heavy,"ovary mass 9 x 5 mm, lg. ova 1 mm",none,f,100%
110334,13714,Pycnonotidae,AN 740,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/03/07,Skeleton - 1; Tissue - 100,in second growth forest; parasite # 1815,netted,,,,,,no,light,testes 3 x 2 mm,none,m,100%
110344,14339,Pycnonotidae,REF 69,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,none,u,
110345,14340,Pycnonotidae,REF 70,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,none,u,
110349,13943,Pycnonotidae,REF 193,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/12/07,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,none,u,
110350,13999,Pycnonotidae,REF 249,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/13/2007,Tissue - 100,,netted,,,,,,,,,none,u,
110351,14024,Pycnonotidae,REF 274,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/20/2007,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,none,u,
110374,14070,Pycnonotidae,REF 319,Pycnonotus,urostictus,Philippines,Dinagat,,"Dinagat Island, Municipality Loreto, Brgy. Santiago, Sitio Cambinliu, Sudlon",10.3436833,125.6181167,08/06/07,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,none,u,
110375,14246,Pycnonotidae,REF 464,Pycnonotus,urostictus,Philippines,Eastern Samar,,"Samar Island, Municipality Taft, Brgy. San Rafael",11.8291167,125.27665,10/18/2007,Alcoholic - 1; Tissue - 100,,netted,,,,,,,,,,u,
110451,14347,Pycnonotidae,REF 77,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 8 x 4 mm, lg. ovum 2 x 2 mm",no,f,100%
110452,14329,Pycnonotidae,REF 59,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,heavy,"ovary mass 15 x 8 mm, lg. ovum 1 x 1 mm",no,m,100%
110453,14333,Pycnonotidae,REF 63,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 10 x 4 mm,no,m,100%
110454,14334,Pycnonotidae,REF 64,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,lg. ovum 8 x 8 mm,no,f,100%
110455,14332,Pycnonotidae,REF 62,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,,,no,u,100%
110456,14388,Pycnonotidae,REF 118,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/02/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 20 x 6 mm,,m,100%
110457,14392,Pycnonotidae,REF 122,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/05/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 10 x 6 mm,no,m,100%
110458,14359,Pycnonotidae,REF 89,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/02/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,egg 30 x 25,no,f,100%
110459,12944,Pycnonotidae,REF 153,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/06/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,lg. ovum 5 x 5 mm,no,f,100%
110460,13923,Pycnonotidae,REF 173,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 6 x 3 mm,no,f,100%
110461,13920,Pycnonotidae,REF 170,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 6 x 3 mm,no,f,100%
110462,13916,Pycnonotidae,REF 166,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 20 x 6 mm,no,m,100%
110463,12956,Pycnonotidae,REF 165,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 5 x 3 mm,no,f,100%
110464,13940,Pycnonotidae,REF 190,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur Island, Municipality Mambajao, Brgy. Pandan, Sitio Campana",9.1780167,124.7197,06/11/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,heavy,ovary mass 6 x 4 mm,no,f,100%
110465,13946,Pycnonotidae,REF 196,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/13/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 8 x 4 mm,no,m,100%
110466,13947,Pycnonotidae,REF 197,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/13/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 8 x 4 mm, lg. ovum 2 x 2 mm",no,f,100%
110467,13953,Pycnonotidae,REF 203,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/13/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 6 x 4 mm,no,f,100%
110468,13959,Pycnonotidae,REF 209,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/14/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 10 x 5 mm, lg. ovum 1 x 1 mm",no,f,100%
110469,13968,Pycnonotidae,REF 218,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/14/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 6 x 4 mm,no,f,100%
110470,13958,Pycnonotidae,REF 208,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/14/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,heavy,lg. ovum 8 x 8 mm,right wing,f,100%
110471,13995,Pycnonotidae,REF 245,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 10 x 5 mm,no,f,100%
110472,14005,Pycnonotidae,REF 255,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/18/2007,Skin - 1; Tissue - 100,,shot,,,,,,,light,ovary mass 10 x 4 mm,,f,100%
110473,14019,Pycnonotidae,REF 269,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/19/2007,Skin - 1; Tissue - 100,,netted,,,,,,,light,testes 15 x 8 mm,no,m,100%
110474,14009,Pycnonotidae,REF 259,Hypsipetes,everetti,Philippines,Camiguin,,"Camiguin Sur  Island, Municipality Mambajao, Brgy. Pandan, Sitio Pamahawan",9.1925167,124.70845,06/18/2007,Skin - 1; Tissue - 100,,netted,,,,,,,light,testes 5 x 3 mm,no,m,100%
110574,14076,Pycnonotidae,REF 325,Hypsipetes,everetti,Philippines,Dinagat,,"Dinagat Island, Muncipality of Loreto, Brgy. Santiago, Sitio Cambinliw, Sudlon",10.3436833,125.6181167,08/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 15 x 6 mm,molt in wings,m,100%
110575,14077,Pycnonotidae,REF 326,Hypsipetes,everetti,Philippines,Dinagat,,"Dinagat Island, Muncipality of Loreto, Brgy. Santiago, Sitio Cambinliw, Sudlon",10.3436833,125.6181167,08/08/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 1 x 0.5 mm,"heavy on both wings, throat",m,100%
